n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2
220,"I was at home in bed. I heard someone come in the house and come upstairs. He got into my bed with me. I was frozen. I couldn't move. He spoke to me but I don't remember what he said. I had my back to him and I tried to roll over but couldn't move. Somehow, I finally was face to face with him. He was leaning over me. I reached up and poked his throat really hard with my finger. I kept applying the pressure trying to render him helpless. I knew I might kill him but it would be in self-defense. I had no other way to fight him off. I was outside getting into a car with him and two other men.",elizabeth.tsv,(2001-05-03),0.04319052,-0.25801098,-0.43495333,0.36080748
227,"I was with several grey-haired older women that lived together. One of their children was getting married, so this man and women were engaged. The dream within the dream was that, myself and these two other women were in this war in Missouri. We had on white tight pants and red jackets and we had our guns. ",elizabeth.tsv,(2001-05-07),0.45798355,-0.06931093,0.11595017,-0.17831974
228,"I had a dream about doing the Maori exercise with my CRHP sisters. I don't know where we were. We were in a large room and we were sitting at a table formed in a circle. Rosalie C was there and so was Scott S from church. He was baking things like popcorn and muffins for us. I have no idea why he was there. He and Rosalie C said we were all getting these coupons for a store at the mall. We could use them to get things free- over and over. Popcorn and muffins. So we. I explained about the Maori drawing. Then started drawing with the lights very dim. I let them go too long. When we got done, I suggested we take a ten-minute break because the next part would take ten to fifteen minutes per person. When we got back together from the break, I noticed how elaborate some of the drawings were. I had forgotten to tell them to draw a circle first, yet many of them had done that and drawn the symbols in the circle. I started to give them the rest of the instructions, but they wanted us all to hold hands and walk in a circle while I was doing this. I stayed outside the circle while they did it. I told them I needed to stand still while I was reading it. When I got ready to pull my own drawing out, I told them they could share as much or as little as they like. I said I would show them mine from a distance and point out some things. God, toys, children, family. When I spoke of specific things in mine, there was a basketball game on it. I said it was there because of the large audience that I felt represented ministering to the public. Karen E made a joke about the game, I think asking me who was playing, and I said I didn't know. Then I realized it was Naphoo vs. Yahoo playing at the Plantation Bowl. Cliff S was also in the room but was sitting on the floor along a sidewall.",elizabeth.tsv,(2001-05-09),0.07112449,-0.08126176,-0.17935324,-0.2796744
238,"I just had an incredible dream and I'm not even sure I can begin to describe it except that I was part of a team working on a special project for the government. We enter our vehicle and our learning facility for several months. The place I selected for us to go was very well ___ to us. We were able to go under the water without worrying about our breathing. We came back I was going to church. TH with family. I was sitting outside and there were a lot of table and chairs sitting outside in the grass. People were sitting there eating. I had a McDonald's meal and was going to sit down and eat it before going in to Mass. I was having trouble finding a place to sit. I finally ended up sitting on a cement wall. While I was eating, the church choir came out and started practicing. They were in three sections, but they played instruments also. One section was playing violin and singing and I thought that was unusual. Everybody went in for Mass. I went in, went to one section, and saw that there were a lot of seats. It was a side section of the church. It was kind of behind a wall so you couldn't see very well. I went to check another section first. Then I saw my whole family sitting there and they waved for me to come up and sit with them. I did, but it was really, really tight. There were some people in the bench that weren't part of our family and they were kind of upset and were squeezing us tighter. I finally got up and went back to that other section.",elizabeth.tsv,(2001-05-25),0.16424014,-0.29876944,-0.12087425,-0.21920952
239,"Survivor dream. We were wading through water. It came up to my armpits. It had like a white foamy something on the surface. You could also see animals walking through the animals. You could just see their horns and ears sticking out of the water. We were holding hands and wading through the water. I wasn't afraid at all. I think we were in Africa. We were outdoors. Suddenly there were snakes everywhere. At first, I wasn't afraid, but I was avoiding them. Someone was shooting at them and killing them. I suddenly realized that I had this huge snake on my back but it looked more like an octopus. Then I got scared and started jerking. I think I was trying to either shake it off or just got scared and had an involuntary muscle reaction. The person that was shooting kept telling me to turn a little bit so he could get a clear shot at the snake. I was too scared to move yet I kept jerking. We were still outdoors and close to my home. Everyone on my tribe was supposed to be displaying all of our accomplishments in our life so far, certifications, awards, and things like that. Somebody had displayed their professional accomplishments where the others were related to survivor. I asked someone about it and they said it wasn't necessary. I said, well, maybe not. However, if they are going to display theirs then I want to display mine as well or else it looks like I don't have any. They agreed that was fine. I went home, took all my plaques off the wall, and was putting them in canvass bags to carry them. There were two huge binders full of something that I moved. I was going through the binders looking for a group photo of SAID members with Barry C. He had signed an 8 x 10. I was looking for it, because Patricia S had displayed hers. I thought if she has hers out there then I went mine out there. I really didn't see this as an accomplishment though. I brought them back and was getting ready to display them on the tables where my other tribe members had displayed theirs. They had everything scattered. I was trying to make room for mine, while keeping their things all together. This one man's accomplishments were all of these creatures, like insects and reptiles that he had in plastic cases. I started to move them and I realized they were alive. One of them was a snake all coiled up. It made me jump. Another member, all she had were pieces of paper with things written on them. I don't know what language, maybe Chinese. She had three groups of them. They were little scraps of paper that she had written on. She put them in three groups and made labels for each group. She had laid these in the shape of a rainbow. I went to move them and I got them all pushed together. I was trying to separate them and make sure they were still in the right groups, where they were supposed to be.",elizabeth.tsv,(2001-05-26),0.22196677,-0.24775702,-0.20327301,-0.08641475
244,"I was bike riding in this park with two other people but I don't know who they were. We decided to take this path. It was stone covered with these big, softball size, smooth stones. We took this path and it went down this hill, it was winding, curvy, and kind of. in waking life I would have taken it very slowly or even been leery of taking it at all. But I just; we just soared down this winding path of stones. We ended up at this place where they were taping a soap opera. I think it was, the one with Rick and Phillip in it -Guiding Light I think. We got down there and I said, look they're taping this show. But it was like there was this clear, barrier there but you couldn't see it, between where we were and where they were taping. There were different areas where they were taping different parts of the show. I asked someone if we could ask for autographs and they said no, not while they were working. So we walked through the different areas and saw the show. As we came back through we saw they were done and several of them were walking away. I was excited and I said, They aren't working now. Can we ask for autographs? They said yes. I ran up and asked for an autograph from the man who plays Rick. He was really nice. He gave me his autograph then put his arm around me and hugged me. Then he gave me a kiss on the check. He was joking around and then he kissed me lightly on the lips. He kept hugging me and so I hugged him back. Then he kissed me again on the lips. Then I also got an autograph from the man who plays Phillip. There was another one that I asked for an autograph but I don't remember who it was. , Rick and I fell in love. We decided we wanted to be together but there was some kind of, some people there that seemed to be from another country, maybe India. They had something like magical powers or potions. This one woman had this bowl of this stuff; it was pretty blue and enticing looking. She wanted Rick to taste it and she told him it was going to do something really good for him. I kept saying, No, Rick. Don't. Don't. I just had a sense that it was going to either change his feelings for me or change him in some bad way. He ended up not doing it. There was another bowl. This one was a different color. She was trying to entice him with this and trying to convince him that this one was different because it was a different color. I don't think he did. We were trying to get away. Rick and I and Phillip and I don't remember if there was anyone else with us or not. We still had our bikes, but now there was also this flat bed truck and we were trying to load some things on this flatbed truck to take with us. It was mattresses and some luggage. Some of us were still on our bikes. three of us. It seems that there was another woman with us too. We were riding trying to get away. The scenery kept changing like magically and becoming dangerous. We just kept riding through it and as it we did the scenery kept changing and because we kept going and didn't let it stop us it finally went back to normal. The next thing I know we were at an airport. Rick and I and Phillip and I don't remember if there was anyone else with us or not. We put all of our luggage on these conveyor belts. This one man was checking our luggage and he asked for our certificate. He found one in a piece of luggage. He checked it and it was okay. I realized there were several copies and only one copy was right. I told Rick There. That one in that luggage is the right one. We need to make sure we have our hands on it so nothing happens to it. So he grabbed that piece of luggage and tried to find it but he couldn't. We were running out of time and he finally grabbed it off the conveyor belt and tried to find it. While he was doing that I went ahead with Philip and Phillip was way ahead of me. And I said Oh yeah, I remember we talked about this in counseling. That he is like this and doesn't mean to be rude and it doesn't mean that he doesn't care or anything just because he is way ahead. not considering me being way behind. So I went ahead. The only other thing I remember is that it all worked out okay. Rick and I stayed together but I don't remember if we got married or not.",elizabeth.tsv,(2001-06-01),0.0067711226,-0.04663361,-0.37522554,-0.022041555
255,"I was driving through my mother's hometown. I wondered if I was dreaming and said to myself No, I know I'm not dreaming right now! I was driving into or through a church parking lot and it was as though there were several weddings going on. There were many people and I saw several women dressed as brides. I was trying not to hit anyone as I drove through. The next thing I remember is that I was on roller blades and I was going around my mother's hometown High School. I don't remember now what I was looking for. I went around the back of the school and kept going into these woods. There was snow on the ground now and I kept roller-blading. I noticed prints in the snow and realized that there were wild animals around. At first I thought it was a wolf and then I noticed a white bear. I pulled some type of cord down from above and distracted the bear with that cord. He started chewing on it so I moved it in a direction that I could get away from him. I headed back where I came from. I passed another white bear but he didn't come after me. Now I was back at the school parking lot. I crossed the front of the school and went in to ask for directions to where I was going. Jennifer F was in there with some friends. I sat down with them. She told me she knew how to take blood pressures now. I told her she could practice on me. First she started feeling around on the side of my hand. I told her she had to find a nerve, and pointed one out on my inner wrist. This is odd because I would have been taking a pulse not a blood pressure. She cut a slit in the skin of the second finger on my right hand and slid her finger on the skin and pressed on a nerve to find it. I jerked my hand away and told her she was hurting me. She tried again and I did the same thing. I finally told her that she needs to do it on the outside of the skin not inside. I went back outside and headed somewhere else. I think I was headed to Aunt H's again. I got lost and asked someone for directions to Dair Ave. Somewhere along the way Bev joined me. We were laughing about how well we were roller-blading. I was able to jump up on sidewalks and jump from sidewalk to sidewalk across driveways. I counted eleven in a row once that I jumped. We were standing and talking to someone about not having learned how to stop yet we were both stopped and I was trying to figure out how to explain that. I found my way to Dair Ave. I recognized that I was on the right street.  ",elizabeth.tsv,(2001-07-06),0.042963523,-0.33491346,-0.33180892,-0.029291028
273,"I was asleep in my apartment and I thought I heard noise in the next bedroom. I thought that the noise sounded like it was coming from my parent's bedroom, on the other side of my one wall. In waking life the other side of this wall is the neighbor's apartment and my parents do not live with me. I picked up my flashlight from the floor on the left side of my bed and shined it in the doorway. I was scared to see what the noise was but shined the light there to look anyway. I was shaking and very frightened. Finally, my parents entered the room. Just after they did though I realized they were a kind of apparition. They floated into my room and fell on me in the bed. Just as they did was when I realized it was an apparition of some type. It startled/scared me.",elizabeth.tsv,(2001-08-12),0.09927382,-0.21689832,-0.34577328,0.092193104
313,"I was so excited during this dream as I realized that I was lucid and was sharing this with my family. They didn't know quite what to think. Many of my siblings and in-laws were there with their children. But the children were much younger and not in the same chronological age order, or not represented as such by size, than in waking life. The first time I realized that I was lucid is when Chris A was just a baby and Matthew was about three times his size. I said, Hey, you men this is a dream! They all looked at me kind of funny, not quite sure how to respond. I said you can tell because look at the difference in sizes between Chris A and Matthew. Chris A is significantly older than Matthew is and it should be the other way around. I don't know if we are all having this dream or if it is simply that I am lucid, but this is definitely a lucid dream. We went about what we were doing, changing diapers, working in the kitchen, eating cookies and such. Mari Kate S had curlers in her hair and was very small. Chris A came up to me again but this time he was about 4 times the size he was earlier. I said to everyone Look, another example of this being a dream. Chris A is now 4 times larger than he was a couple of minutes ago! This is so cool!",elizabeth.tsv,(2001-10-20),0.20624055,-0.17400867,-0.09413389,-0.3527783
322,"I was with Mike M, but he did not look like he does in waking life. He was taller, a bit younger looking and very attractive. We were practically running through a mall because it was almost time for a movie to start. We were going to see K-Pax. He had my hand and was practically pulling me along telling me to hurry. I finally let go of his hand and let him go on ahead. I think we made it in time though I don't remember for sure. I was with Mike M again but this time he looked different. We were at my home but it looked like my birth home. At some point I had woken up, in the dream not from the dream, and realized that he had moved in with me while I was sleeping. He was concerned about me because of my life situation lately and how I have been feeling as a result, particularly that I have been sleeping too much. He came in and sat on the bed by my side and was trying to help me wake up and encouraging me to get out of bed. I got up and headed for the bathroom. He had gone shopping and bought tons of stuff that was sitting everywhere. There was barely a path to walk through the house and patio. There was a lot of frozen food that I wondered why he hadn't put it in a freezer but realized it would never fit in my small freezer. I don't even know what all of the other stuff was. There were some decorative items and some kitchenware. I went outside and many of my relatives on my mother's side of the family were there. I know Larry K, Bruce W, and Sue K were there, they were making comments about Mike M and all of these things that he purchased. BJ came up to me and offered me some yellow gum. It was a small roll and she broke a piece off and gave it to me. She said Mike M had given it to her for her breath. I felt bad and apologized but told her that he had a lot of very fine qualities and that he truly is a wonderful man.",elizabeth.tsv,(2001-11-04),0.07234873,-0.36374283,-0.24726336,-0.24872346
341,"Someone had broken into my house. I was wondering if I was dreaming or awake. I thought that I usually only have these dreams when I don't set my house alarm before going to bed and I know I set it last night. But then if I'm dreaming I want to wake myself up and I couldn't. So I was frustrated with myself. I also thought if I'm dreaming and lucid why can't I change what is happening. I could see my front door from my bedroom door, which I can't in waking life. This did not occur to me. I was trying to close and lock my bedroom door very quietly. I was peering out and could see that my front door was partially open. I didn't know if someone had come in and left or if someone was still in the house. I didn't know if it was just maintenance men or someone who had broken in. I went ahead and locked it and hoped that they either wouldn't come upstairs and try to get in or that if they saw that door that maybe they would just leave but they didn't. my bedroom door was right across from the end of my bed. I heard them come up and try the door so I leveraged myself against the door with my feet against the bed hoping to keep them from getting in. I heard them take out the tools and remove the pins in the door. They shouldn't be able to do this from the outside in waking life because the pins are on the inside of the room. But they did remove them. I was being unsuccessful in keeping them out. I tried to reach the alarm pull cord but couldn't get to it. They finally got in and they said something about me not being able to get to it. They didn't hurt me. I started talking to them and trying to be very cooperative so they wouldn't get violent or hurt me. There were both men and women. They said that they had recently bought or built a new home and they were here to get things that they needed or could use in their new house. I said I was surprised that they wanted anything that I have. I went downstairs with them and they had a very large pile of my things that they were going to take with them. One of things that they had was my black everyday dishes. I asked them to let me keep those and I would give them my expensive china that I never use. I told them that it was Noritake, very elegant, and there were many more place settings, etc. so they agreed to that. I was going through these wood cabinets, kind of like an armoire, though they were built into the wall. They had many different size compartments. Some were drawers. Some had doors. Some were just open. I thought this must be a dream because I don't have these cabinets in waking life. I was looking for the china and couldn't find it. I told them the one box was an old whiskey box that would be used to ship 12 bottles. I was getting very nervous because I was afraid they would think that I was lying and didn't really have the china. I suggested that they might have found it already and not realized it. I turned around and saw it sitting in their pile and pointed it out. I told them the other box was the original box and said china on the sides of it. We found it too then.",elizabeth.tsv,(2001-12-08),0.09251811,-0.37074727,-0.24122983,-0.08178638
376,"I was in the garage of a house. I went outside to look at the address to figure out where I was. I saw the number on the house was 914. The name on the street sign was Field St. I realized that I was lucid so I ran back into the house to get a piece of paper to right it down so I wouldn't forget it when I woke up. I thought this might be my next home. When I went back out to look again and make sure I had it right, as happens in dreams every time I looked at the number on the house it changed. It kept changing up from 400. I couldn't read the street sign anymore but I remembered that it was field. I wanted to find out where the house was. I found a piece of paper. At first I thought it said it was in CI, then I saw PT on the paper. As I was headed back to the garage I was noticing how nicely the property was landscaped. Near the garage door was an evergreen that was dying, however. It was as though it had vertical stripes of brown dead branches all around it. I leaned over to click off the outdoor light by the cord hanging from it. I remember thinking that I needed to get the evergreen replaced. I noticed that there were lights on inside the house, but behind the garage. I went inside and back to those rooms to see what the rooms were and why the lights were on. There were three different rooms. The first one was a laundry room. The second one had bins in the wall kind of like a post office box on the street, where you pull it open and drop the mail in. One of the bins was for mail and the other was for trash. I thought it was so cool to have a mail drop box there like that. The third room had the same kind of bins but these were for recycling. They were small narrow rooms. I left and went into the main part of the house. I was wondering around in awe, with the thought that this was going to be my future home in waking life so I was very interested in looking around. As I entered the main part of the house from the garage it had a huge open foyer with a very high ceiling. Directly in front of me was a wide staircase with banister on both sides, centered in the foyer. The stairs were carpeted, a print, maybe oriental pattern. I started up the stairs to see the other floors and a woman came in the house. I didn't know what to say to her because I didn't know who she was. She seemed to be Mexican perhaps. I thought she might be the housekeeper. I don't know how but I realized that I was the housekeeper and she was the woman of the house. She was giving herself a facial, I suppose, because she appeared to have a green facial mask on. I asked her if I could speak with her. She took me up to the first landing and sat in a chair and I sat on the floor at her feet. I asked her for her thoughts about dreams and the truth of their messages. She agreed that dreams are important and often given us factual information. I told her that I had dreamt that I was going to be living in this house. She didn't say anything. I asked her if she ever thought about having a live-in housekeeper. I said I could do that and proceeded to tell her the benefits to her of doing that. She agreed to the arrangement. I asked if I could look at the rest of the rooms in the house. The house seemed to have several stories but perhaps just 2 or 3 rooms on each floor. The house was fairly large though. When I was approaching one set of two doors, she mentioned her son who had died young. These were his rooms. I looked in one room and there was nothing in there but a bed. She was talking about his awards and accomplishments and that she hadn't touched his rooms since his death. I went to the other door. I felt as though I was going to fall off the landing but I'm not sure why. The door opened up from the floor and there was nothing in there. It didn't even seem to be a room. I was trying to clean the dirt off the door as I held it up. still afraid of losing my balance and falling off the landing. We went back downstairs. I did not see a living room or any bathrooms in the house. We went into the kitchen. Someone else was there now. Someone that I knew but I can't name them. The owner was getting something to drink. She had become a soda machine and she was spinning in circles before pouring herself something to drink. After she turned back into a person I asked her why she spun around before pouring her drink and she said she does that to mix it up before pouring. I poured myself some juice in a glass that looked like a miniature brandy snifter. I saw two little girls playing in a window, inside the house. It almost looked like an empty store window. It was carpeted and well lit but empty, except for the two little girls playing there. I learned that the owner's two sisters lived with her as well and that the two children belonged to each of them. This made me think that Matthew might be able to come and live there as well. She was scolding her sisters about something and they were all preparing for bed. Three men came in to talk to the owner. She introduced me to them. One was responsible for the house, the other for the landscape, and the third oversaw everything. I reminded myself that I should tell the landscaper about the dying evergreen. She gave me a key to the house and told me that I could move in the next day but I would need to start early and be done between 3 and 5 in the afternoon. I told her that was not a problem, as my family would want to be finished by then anyway. I was thinking that I needed to hurry home and call them so they could get there early in the morning. She pointed out to me to clean up the glasses that the others had left sitting before I went to bed. We remembered that she had not yet shown me my room. We went upstairs and she unlocked the door to my room. It was as small as a closet. Room for one twin size bed and a dresser. It did not even have a closet in it. There was an alcove in which I thought another twin size bed might fit. I asked her about doing that so Matthew could stay there as well. I think I woke up before she answered me. I was walking around outside just looking at the house. I was thinking that I wasn't that crazy about the looks of it from the outside but that it was beautiful on the inside. I also didn't like that it was only a one-car garage. The outside was red brick and had no windows that could be seen from the front or the left side. The garage was on the right side of the house. It did have interesting lines. Standing in front of the house, facing it, it sat on a corner, with the cross street on the right side of the house.",elizabeth.tsv,(2002-02-16),0.1081551,-0.110027984,-0.22212508,-0.13527928
392,"I had back surgery. The cut was made from my lower back near my right side all the way up to the middle back of my neck. I was recuperating at my birth home. I don't recall if I was living there or not. I was trying to find someone place that I could be comfortable and not bored. I tried to lie on my stomach on the sofa but it wasn't comfortable. Someone suggested we open the sofa bed but I said no because that would block others from seeing the TV. I kept wanting to turn over on my back but either realized I couldn't or that I had to be very comfortable doing so. I woke up slightly as I was turning over in my own bed and still being in my dream I was very careful so as not to hurt my back. People were coming in and asking me about my surgery and I pointed out where the scar stopped and started. I went to a concert with some other people. We were going to hear the Dell's. I was concerned about being able to sit in the seats because of my back so I took my own chair with me. It was like the chairs in our training room. People were looking at me funny for bringing that chair with me, but I didn't pay much attention because I wanted to be able to be there. I sat my chair down where I had planned to listen to the concert and then left for a minute to get something. When I came back some people had moved my chair and were stretched out on the lawn where it had been. I said, wasn't this chair sitting here? They said yeah. Trying to act nonchalant and innocent. I just picked up the chair and moved their legs with the chair and put it back where I had it. After the concert was over I was standing by this chain link fence, the kind that you would see at a baseball field. I said hello to some people I recognized. Then I noticed Vince P walking towards me. He looked like he kind of wanted to avoid me. He came up to me on the other side of the fence and kind of leaned up to the fence and gave me a kiss through the fence. Very typical of Vince P. He started making excuses for not returning my calls.",elizabeth.tsv,(2002-03-13),0.11147151,-0.25629985,-0.24065685,-0.07531216
393,"Mother called me at about 4:30 am. I answered but was having trouble hearing her. At first I thought she had said that Daddy died. Then I realized that she said he was in the hospital. that he had a stroke. It sounded as though the prognosis was not very good. I asked her about that. She seemed hesitant to answer me. I told her that I had been having dreams lately that something was going to happen soon. I didn't tell her that some of my dreams were waking intuitions. I've had lots of thoughts over the last months that daddy won't be around on the physical plane much longer. I am unclear if these are precognitive preparations or if they are reflections of my own thoughts and feelings. I somehow knew that I was the third of the six children that she had phoned to inform of this latest development. I was wondering about the implications of this stroke in light of his pacemaker and the fact that it is in constant action these days rather than jump starting his heart occasionally as it did when it was first implanted. I was also reflecting on his deteriorating health such as his shoulder and legs and that he can no longer have surgery because of the pacemaker. I decided that I needed to leave immediately to go down there. Matthew was still asleep and I decided to walk and let him come and get me later in the day before he headed back to school. They live an hour and a half drive away. It didn't seem to take me that long to get there. In fact, I was one of the first to arrive, even though I live the furthest away. Bill F, of course, was there. But he was the only one there. It didn't seem to be too long before the others had arrived. Mother was still at the hospital. It wasn't long before Mother arrived home, with Daddy in tow. They had released him from the hospital already saying that he was fine to come home already. We all visited for a brief time and then decided it was best for each of us to go home and let our parents get some rest. John S and Rachel S were there with Bev. They asked me about one of their girls spending some time with me. I confirmed that I have wanted both of them to come and spend the weekend. There was some discussion about Rachel S still being in diapers. She had some type of a rash or something and wasn't wearing a diaper or underwear at the time. We were all getting ready to leave. I put on my gloves and reached outside the back door to grab my boots and put them on. There was a lot of snow on the ground and it was quite cold. As John and Bev pulled away I waved at them to stop for a minute. Bev was sitting in the back with Rachel S. I asked them if they would at least drive me as far as the interstate so I would less distance to walk in the snow and cold. They questioned my request to be dropped at the interstate rather than Rt. 46, as walking on the interstate is illegal. I agreed that 46 would be better. I decided that when they stopped at the intersection I would get out there. BJ was getting ready to leave as well. I asked her if she didn't want to go through Brownsville to go home. I thought that would take some of the walking distance off as well. She said no and gave reasons for not wanting to. She didn't even ask why, or perhaps did not want to acknowledge why because she didn't want to appear harsh for saying no, given the reason that I was asking. I got in the car with Bev and John. As we drove towards the interstate there were lots of Christmas decorations all over around and in the streets. We were commenting how unusual this was for St. Joe. They obviously had invested a lot of money in these decorations. They were really quite beautiful. Some of them were in the middle of the streets with room for people to drive on either side of them. Others were lined along the streets, seeming to sit in wood shelves. Others were in the center of circles and lined around the outside of the circles as well. it seemed as though I was outside of the van because I was brushing snow off the top of the decorations. John and Bev had dropped me off but I was still inside of this massive Christmas display. It was like a maze to me and I didn't know how to get out to get where I wanted to be. I kept trying different paths but to no avail. It was like one long display with halls going off to both the right and the left at equally spaced intervals. Some of the halls were dead ends. Others led further into a maze. Still others led to the outside, though not necessarily where I wanted to be outside. Many parts of the display were mobile. the walking path was as though it was a treadmill, or people mover. in the display I saw something spinning around in front of me. I stopped to get a clearer look. It appeared as thought three people were part of this display and spinning with it. I realized that two of the people were simply forms of people but the third was an actual person. It was Bill W. I reached out to try to get his attention, although it was spinning very fast. He stopped and got off. I told him I couldn't find my way out. He offered to help me by giving me directions. I followed his directions and at times found my way out, but still not where I wanted to be. Sometimes it seemed as though the path was blocked but you were supposed to push ahead and the display items would purposefully fall like dominoes to allow you to exit. Even this did not work. when I exited is where I saw the first circular display I mentioned above. It was breathtaking. It included evergreens and poinsettias, all touched by fresh-fallen snow. I moved around the circle trying to find my way. People were supposed to place something from the previous display in the circular display. I found myself back inside the maze with Mother and Daddy. I was trying to make it easier for Daddy as I was concerned about his health. I told him that Bill W had tried to help me. I was with someone else. a woman friend. We were trying to find our way out. It was pointed out to us that there was a pattern on the path and that if we counted a certain number of patterns that we would find out way out. So, for example, once we identified the first 24 squares, we could take either the right or left path and it would lead us to the outside. We tried it and realized that it was accurate. At this point this maze seemed to be just that. something set up as a display/entertainment for the local people and they would enter specifically for that purpose. From the outside it looked like a carnival tent. I noted that they had it closely sealed off everywhere, even the ground. One of the men responsible for it said they had to do that to make sure no outside light got in and that no one could see out. My friend and I decided to go back in and try to get back out using a different pattern. This time we decided to count ovals. Unfortunately the shapes were in the form of sunglasses so we could easily identify the ovals. Still, when she followed my counting we made it back out. At some points I was feeling panicky and stressed because I couldn't get out.",elizabeth.tsv,(2002-03-16),0.1372548,-0.19693613,-0.24412501,-0.260456
395,"I had just gotten a new dog. It was full-grown yet very small, maybe 4-5 pounds max. It was white. Perhaps a poodle. I called it Inga. When Matthew asked me how I arrived at that name I said in go the information and out come the knowledge. In go. Inga. Matthew and I were in bed asleep. I reached for Inga and she wasn't there. I wondered if I had just dreamt her or if I really had this dog. I got up and walked around the house looking for her. At this point I was in my birth home",elizabeth.tsv,(2002-03-18),0.18376076,-0.18104789,-0.21202919,-0.03840858
400,"I had series of nightmares. Every time I was trying to call out to Matthew and trying to wake myself up and I couldn't. Sometimes I would think I was awake and that he was sitting by the bed and then he would not be there all of a sudden. The last time I didn't think I was dreaming. I thought I was just half-asleep. It felt as though someone was pressing on my mattress or sitting on it. I couldn't open my eyes to look and I also couldn't speak. I tried to say Matthew's name and I couldn't. I was getting more and more frightened. I kept trying to call out to Matthew and I couldn't. He was home from college during this time. I was trying to bang on the bedside table to get his attention and that wasn't working. I was having trouble controlling my arms to do that effectively. I actually thought I was awake at this point. I grabbed my clock radio and tried to turn the volume all the way up. I couldn't get it to play very loud because I couldn't get it tuned in clearly to one station. I kept trying and trying to call Matthew. I was finally successful. It came out, in waking life, as a shriek. He said it sounded like a ghost and at first he was afraid to come out of his room. ",elizabeth.tsv,(2002-03-30),0.13015726,-0.3191894,-0.29032576,-0.08211517
404,"I was myself as a little girl, still living at home. It was before Bill F, Brian F, or Bev was born. It wasn't my actual birth home. It seemed to be even more out in the country than where we actually lived. There was something going on with horses. Daddy and I went to this barn to check on our horse. He said something about Grandpa F's horse being there. I said, You mean Grandpa F is here? I knew Grandpa F was dead and that if he was there it was only in spirit. Daddy said, yeah, he's back there. He's sitting on the other side of his horse. One thing that was very strange about this dream was that others saw me as a little girl, I knew that I was my current age and they were just seeing me differently. I had never experienced this before.",elizabeth.tsv,(2002-04-18),0.32944036,-0.2603058,-0.036092203,-0.26446545
426,"I believe I was with Susan J throughout this entire dream. I think we were at her house. Susan J was having a LRJ party in her home. She had not done the elaborate display that I used to do for those parties. I was telling her that I should have done mine that way, as it would have been so much simpler and less expensive than creating all of the elaborate displays that I used to create. I don't remember whom she had invited. She showed me around her house. I said, I finally get to see your home. We talked some about our children. I can't recall the age of hers in relation to mine, either a few years older or a few years younger.",elizabeth.tsv,(2002-05-31),0.24588993,-0.060825672,-0.00037592906,-0.2928684
