n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2,cluster
126,"I was with my husband. We were in the car and we were going on a trip somewhere. We stopped at a little restaurant and my husband was getting something to eat, but I couldn't get anything for some reason and I was sort of irritated by this because he was refusing to let me get anything.",melora.tsv,(11/11/62),0.007523857,-0.17538306,-0.26293966,0.12823412,2
174,"I was walking up some stairs to an apartment with some Negro man, walking right behind him, and I started singing Number Twelve Train. He started accompanying it and also rubbing me, and it was very nice and close and only mildly sexy. I wanted to know him better and probably to have an affair with him also.",melora.tsv,(07/19/64),0.056584217,-0.048039794,0.0017025064,-0.102380596,2
190,"My husband and I were looking for houses. One right uptown for $150/month. At first we thought we couldn't possibly take it, but it was very nice inside -- all white and cool, with some teak panels or something. In back was a large patio, some trees and grass, and a large, cool lake with some artificial islands in it. I was showing this lake to my daughter and we were walking around it toward a large rock, when suddenly a wave like an ocean wave broke over it and swept us up toward the house. My daughter was scared and I decided it was too dangerous for the children to live there, especially since the house -- the patio, anyway, was now completely surrounded by water.",melora.tsv,(08/04/64),0.00644812,-0.09403229,-0.3120747,-0.086554565,0
197,"Driving along with some people in a car and spotting, down in a valley below, two giraffes drinking at a pond.",melora.tsv,(08/12/64),0.019406378,-0.22756925,-0.17708641,-0.2788577,0
198,"Traveling. Late at night, back and forth on a sort of freeway, but on a tram-like thing which you gave verbal directions to over a speaker and which then carried you. I, some girl, and a Negro man were on this one. When we got off, I and the Negro man embraced ; at any rate, I felt very warm toward him. ",melora.tsv,(08/13/64),0.15604453,-0.07523373,-0.16527362,-0.16119158,2
203,"There were three levels of something, in a big communistic sort of setup, also perhaps 1984ish. The top level was on the surface of this town, a sort of hick town; the second level housed mainly a cafeteria and also was concerned with information; the bottom level had all sorts of more subtle jobs and was where I wanted to be, because I wanted to get help to overthrow or change the whole setup of the place which I didn't like. The government forces were mainly concentrated in the top level, if I remember. I was being sent to the second level to replace a worker there, and had a cared for identification. The type of thing that was done there was that people sat around reading all sorts of books and copying them for use throughout the whole community (and censoring them, undoubtedly). This seemed like the height of stupidity and uselessness to me, which was probably another reason why I wanted to go down to the third level and try to find some way to get out.",melora.tsv,(08/16/64),0.04533857,-0.13899735,-0.22132252,0.08809445,0
2,I went over much of my summer's tramp. I also rode through Brookline and Springfield and saw somewhere the sea breaking over black ledges.,physiologist.tsv,(10/26/1897),0.1449603,-0.06875439,-0.28751847,-0.008834534,2
3,"I went to President Crafts' office and waited there while Ira had some talk with him. I saw a week's program on the wall. It was the usual scheme: squares representing hours. Some periods were marked: Bliss, others, ""Purgatory"" and others ""Hell."" The table included Sunday, which was labeled ""In the fear of the Lord.""",physiologist.tsv,(10/26/1897),0.26005656,-0.16735964,-0.09951938,0.059944697,0
6,"Sometime, I know, I met a male colleague from Williams College, whom I knew at Wood's Hole. Later on I had the misfortune to tear out five teeth with a section of jawbone in which they were fixed. The sense of soreness that followed was vivid enough to wake me up.",physiologist.tsv,(11/03/1897),0.14903507,-0.03208694,-0.14373077,0.005309888,2
9,All I remember this morning is that I was earnestly telling someone how much I admire Professor C.,physiologist.tsv,(11/07/1897),0.28141823,-0.2636862,0.027629118,0.13427871,2
10,Last night I seemed to be moving into a splendid house. The feature that pleased me most was a fine pipe organ built into the entrance hall. I tried the stops and combinations with great enthusiasm.,physiologist.tsv,(11/10/1897),0.026860483,-0.33046332,-0.252948,-0.16974095,0
13,"(11/12/1897 ) Although I feel certain I dreamed a good deal last night, all I recall is prowling around among the forsaken tables after a church supper and eating fragments of the feast.",physiologist.tsv,,0.109155625,-0.04871081,-0.19654693,-0.106406204,2
14,Nothing is impressed on my mind this morning but the name of one Captain Newport who seems to have figured in dreams I have quite forgotten.,physiologist.tsv,(11/13/1897),0.19723146,-0.012391031,0.102378875,-0.17963645,3
16,Only vaguest impressions of the chapel with Mr. D. -- hurrying around making ready for the Chinese Sunday School -- hopelessly mixed with visions of Brighton Abattoir.,physiologist.tsv,(11/16/1897),0.059472598,-0.2021215,-0.05587223,-0.119748235,3
17,I witnessed a friendly but perfectly commonplace interview between X and Y. They seemed real while I was unsubstantial and they utterly ignored me. I noted the lingering handclasp when they met. Nothing else suggested a romance.,physiologist.tsv,(11/16/1897),0.1375486,-0.21035658,0.08040021,0.033172134,1
19,For the third time my teeth attracted my attention last night. I fell into the hands of a dentist who tested the soundness of one tooth after another by looping a fine thread or wire around each tooth and drawing it so tight that I thought the tooth would be crushed.,physiologist.tsv,(11/19/1897),0.03174129,-0.08629741,-0.22085021,0.026978182,2
24,"President C. began to lecture. I did not recall his subject, but he was to speak from two until six. After a little I discovered that the lecturer's double was listening attentively in a front seat and I was at a loss to decide who was the true professor. In this perplexity I woke up.",physiologist.tsv,(11/23/1897),0.2739081,-0.24909718,0.03153519,0.086087994,1
25,All I remember from a long chain of happenings is a single absurd incident -- that of sitting down on a bag of soda crackers and crushing them to bits.,physiologist.tsv,(11/24/1897),0.13497022,-0.04144299,-0.16079375,-0.08399498,2
31,"I recalled a woodcut that I had seen in a dream. It was on a Sunday School leaflet and represented the head of a most humorous looking donkey with wide open mouth, stretching over a board fence. Underneath I had read in capitals, ""Am I not Thine ass?"" I thought this was quoted from the account of Balaam's experiences in the Bible.",physiologist.tsv,(11/29/1897),0.055353805,-0.17553425,-0.07368789,-0.27284542,0
32,"Last night I was in Birmingham, England. Walking through the streets with another fellow, I came to a shabby brick building and said to myself, ""This is the Town Hall."" We went in and found ourselves in a large, bare room with an unpainted counter at one end. We joined a motley company of some twenty people, each of whom placed an American dime on the counter. A man collected the fees and then brought in a small shepherd dog and a half grown pig. We expected to see them perform, but something interrupted. I hunted up Dr. H. and asked him what the show man would have done with his pets. But he could not throw much light on the question.",physiologist.tsv,(12/01/1897),0.014455628,-0.109644264,-0.14072756,-0.0757509,2
34,"I had secured balcony seats, and on visiting Music Hall at midnight, I was much disquieted to find both galleries pushed up close against the ceiling. ",physiologist.tsv,(12/25/1897),0.0624761,-0.22119659,-0.22386795,-0.09202837,0
36,"Among a series of vaguely remembered incidents stands out a visit to a dirty attic room containing a recently vacated bed which was teeming with insect life -- black ants with white larvae, and many other species. Concerning one kind, I asked my brother if they were ""pediculi"" (lice)-- nd he said they were. As we went out, I saw a black, greasy sausage-like thing crawling upon a shelf. ""What is that?"" I asked. ""A lion bug,"" was the answer.",physiologist.tsv,(12/27/1897),0.09588902,-0.1556372,-0.21931113,-0.15714186,2
39,"At some time in the night I found myself listening to the ""Messiah"" and having my hair cut simultaneously. ""Samson and Delilah"" would have been a more appropriate oratorio, especially as a woman wielded the scissors. I was standing out in a large expanse of bare floor vaguely conscious of the snipping at the back of my neck, but more interested in the rendering of ""Unto us a Child is born."" The chorus was not large -- say forty -- and sang unaccompanied but with fair effect.",physiologist.tsv,(01/02/1898),0.14024495,-0.1572401,-0.009523663,-0.21457723,3
41,Just before I woke I was very busy running a class in physiological laboratory in our cellar. I divided my attention between the experiments and stoking the furnace.,physiologist.tsv,(01/04/1898),0.056273665,-0.06079915,-0.27166843,0.11745394,2
44,"I must have gone back three or four years, for my surroundings seemed to be those of the old building, and I was up in the choir. The other singers were strangers to me, excepting that F. Williams was among them. We sang Adeste Fideles and a hymn set to the tune of ""Aletta,"" as I recall the melody, but ""Hortonissimus"" in the book. Before I woke up, I had settled it that the superlative form meant ""most cultivated""--Lat. Hortus.",physiologist.tsv,(01/09/1898),0.22689497,-0.23550536,-0.03278351,-0.047678776,3
55,"I was with G. in the South Station. While she stood by, I asked for two tickets to Worcester, received them, and laid down a five-dollar bill. Just then G. declared she would not go with me and I asked the agent to take back one ticket. He said that he could not because he had stamped it. I regretfully kept both. Meantime, I had received as change due me a pair of fur-lined gloves.",physiologist.tsv,(10/27/1903),0.009966265,-0.20838404,-0.23790029,0.1939969,2
57,"I went to the church to hear a lecture by Dr. D. on ""The Holy Grail."" Instead of the minister, however, a stranger appeared in the pulpit and began a rambling talk on architecture. I was completely distracted from the subject when a girl of about sixteen walked down the left hand aisle and very cleverly stood on her head near the door of the minister's study. This was not the gross performance that might be supposed; she kept her skirts confined between her knees.",physiologist.tsv,(??/??/1903),0.075061776,-0.2137588,-0.121026665,-0.13908283,2
58,"C. and I were seated on a fence on top of Killington. There were two or three cottages in sight within a quarter of a mile as we looked to the east and I was speaking of a new road now open from these houses to North Shrewsbury, passing ""Mose Lefevre's."" A blue gray beast as big as a buffalo suddenly raced over the peak. I pronounced it a bear, but have since realized that it was the enlarged image of our cat.",physiologist.tsv,(??/??/1903),0.16308016,-0.12547545,-0.10274546,-0.11675247,0
60,"Last night I seemed to be in a small prayer or social meeting, perhaps in Wilton. A speaker had just finished and Professor T.B.T. began to say something about our Puritan forefathers. He did not rise. He uttered one complete sentence and began another, but suddenly his voice weakened, he stammered and was still. He slipped down in his chair and people gathered round him, shutting him from my sight. I heard him gasp feebly, then there was a long painful pause. ""Campie"" pronounced the benediction. As we passed out, I had a glimpse of the professor laid in a Morris chair. ""He's dead, isn't he?"" I asked. ""Yes,"" replied someone.",physiologist.tsv,(05/24/1904),0.11776214,-0.111169845,0.07692452,-0.110040106,3
62,"I stood with Dr. D. looking from a window upon a group of four or five young men who were engaged in flying a large kite. I was impressed by its great height. ""Much as 1,200 feet, isn't it?"" I asked D. ""More, I should say,"" he replied, and then he called outside to know how much line they had free. ""5,750 feet,"" they said. I estimated that the cord led upward at an angle of 45 degrees and proceeded to calculate the vertical altitude of the kite, regarding the cord as the hypotenuse of a right isosceles triangle. My result was 4,000 feet, within 65 feet of the precise one (4065 feet).",physiologist.tsv,(11/??/1904),0.05473585,-0.2470779,-0.21135357,-0.09183845,0
65,"Last night I thought I was in Georgia--Savannah, I suppose--and that I walked five miles or more into the country to a hamlet called Boulderville. Here I saw a sign, ""To the Spring,"" and going down a grassy lane, I found it beside a swift stream and near a railroad. It was a clear copious spring welling up from the center of a patch of clean gravel. I returned to Boulderville and spoke to a native of the fine flow of water. ""Enough to fill a six inch pipe,"" I said. ""Yes,"" he replied; ""a manufacturer from Chicago talks of piping it there. It would furnish one-thirteenth of the power needed for his factory.""",physiologist.tsv,(12/21/1904),0.027418535,-0.19970465,-0.255556,-0.081752345,0
66,"Last night I dreamed that I saw somewhere some pale green nightshirts on sale. They were of a heavy and lustrous material. A placard said: ""Silk velours (?) $17.85. Best for ping pong.""",physiologist.tsv,(12/22/1904),0.039203145,-0.12891078,-0.24929263,-0.21315782,0
68,"Last night I saw in our kitchen, upon the wall behind the stove, a mechanism such as is used in railroad stations to announce trains, a frame of stained wood supporting about twenty reversible slats, arranged in two columns. All but the lowest in the right hand series showed an unmarked black surface, the last, however, bore in white letters the strange word ""zikery.""",physiologist.tsv,(01/17/1905),0.04882794,-0.17169712,-0.20461829,-0.11265491,0
70,"It was a preposterous one, I know, and the one feature I am sure of was a load of hay, towering to an amazing height from the low massive sledge on which it was drawn slowly along the snow-covered streets of a small village. It rose far above the buildings, and I could hardly distinguish a group of people riding on it. I asked a bystander how high it was, and he replied: ""225 feet.""",physiologist.tsv,(02/??/1905),0.20529068,-0.17204519,-0.2485496,-0.22057532,0
71,"I have never seen this celebrated house (the Fairbanks Mansion) at Dedham, though its picture is familiar enough. When I viewed it in my dream the only odd thing I noted was that the middle section of the long, rambling building was built of brick. Around the homestead stretched green fields in full sunshine. All was peaceful and quiet excepting that across the road a barn was burning with more smoke than flame. I felt a mild concern for the historic house, but, considering its distance from the ire and the stillness of the air, I believed it to be reasonably safe.",physiologist.tsv,(02/??/1905),0.04877305,-0.15696076,-0.11230218,-0.1826058,0
72,"Dr. H. was showing me one department and another of a great industrial school like Hampton or Tuskegee. We ended by attending a student's prayer meeting. Most of the pupils seemed to be mulattos, but I remember best one very black fellow who led in a long prayer. He made frequent references to points of compass, and I observed that in every such instance each hearer pointed in the direction indicated. I was surprised to see that Dr. H. imitated his neighbors, and I somewhat sheepishly followed his example. By and by the leader began to speak of some general who had just died. I have a haunting impression that it was General Hall which may have suggested the word, ""hell."" ""Lord,"" said the speaker, ""thou knowest where he is, perhaps in heaven"" (everyone pointed upward). The fingers dropped and pointed down, and the rest was silence.",physiologist.tsv,(03/??/1905),0.09926379,-0.118549585,-0.062053114,-0.08888085,3
77,"This morning C. asked me if I would look at my watch. The request scarcely penetrated to my stupefied brain, but conscience for a moment stirred uneasily. I thought that I reached out to the chair on which my watch lies and picked up a five cent piece. I looked at the date. ""Eighteen fifty five!"" I said: ""Oh, that is early,"" and consoled by the idea, I sank into a deeper sleep.",physiologist.tsv,(08/01/1905),0.07832499,-0.061568886,-0.14480206,-0.07687648,2
78,"I found myself examining the inside of my skull, which had been sawed through fore and aft and well cleaned up. I was not at all pleased to find that the back part of it had never been adapted to hold a brain, being filled to a depth of at least an inch with a white substance resembling mortar or cement. At another point a bulbous tumor took more space with my cerebrum should have occupied. My feeling of contempt for this abnormal headpiece was of the liveliest kind.",physiologist.tsv,(02/19/1907),0.028388623,-0.10125847,-0.2517333,-0.038501978,0
79,"I opened a faucet over the set tubs. There was a murmur of air in the pie, but no flow of water.",physiologist.tsv,(11/??/1911),0.11177869,-0.27256,-0.1629112,0.022344826,0
80,"""A man who had worshipped the gods, when he knew who he was, worshipped a wooden dog."" This curious sentence, apparently cynical in spirit, I seemed to read in a dream last night. I did not feel at the time that it breathed cynicism, but rather a beautiful humility. I thought it was from a Japanese source. My comment on it was very much like this: ""This will be the spirit in which a new companionship between men and women will be developed."" I was thinking at the same time that the reference was to the era of Women's Suffrage.",physiologist.tsv,(03/02/1915),0.10083306,-0.119261324,0.045944802,-0.26640671,3
82,"I thought that I had found my watch broken into three parts, roughly, into a half and two quarters. Bits of the internal mechanism were scattered on the floor. ",physiologist.tsv,(09/??/1917),0.0341366,-0.15808278,-0.28445953,0.00085731054,0
83,"The church of the dream stood opposite the present one. It was medium size, commonplace wooden building. I knew the denomination to be Baptist. The odd feature which impressed me was a block of pews on the green before the door. I understood that these could be occupied by people not finding room within. Through the open door they could look through the length of the church to the chancel and presumably enjoy the service.",physiologist.tsv,(02/??/1918),0.03717739,-0.017605126,-0.17328428,-0.18087623,0
85,"""Is the gennard approaching or receding?"" was a question discussed in my hearing last night. I thought the reference was to an astronomical episode (like a solstice).",physiologist.tsv,(03/12/1918),0.17821649,-0.29449493,0.048560787,-0.115051106,0
86,"I had a pleasant chat with a stranger, who finally left me, asking me to call him up by his telephone number, ""Africa 794."" Immediately I saw, as though on a map, a part of the Mediterranean coast of Africa and the quotation came into my mind, ""The parts of Libya about Cyrene.""",physiologist.tsv,(03/??/1918),0.17142126,-0.14803387,-0.061571244,-0.13656919,3
104-03,"#104-03 (M-C-T-45/45) [1997-05-19] I was doing the dinner dishes, my daughter and her boyfriend called to say that they had left a pitcher of milk on the drainer and for me to put it away. Then there was breakfast that I was cleaning up after and my wife had made me 2 cups of tea and I had just, I remember taking the teabags out of both cups and dumping them in the sink and then putting sugar in the tea from the sugarbowl and the spoon I was using was bent so that the spoon part was bent downward and I had to tilt the spoon way back to keep the sugar from running out.",blind-m.tsv,(M-C-T-45/45),0.06585508,-0.09590687,-0.18101642,0.08104679,2
104-07,#104-07 (M-C-T-45/45) [1997-05-25] Just came home from the grocery store and was picking up different bottles of aftershave I had bought and was putting them away. I could smell the Old Spice and wondered why I had bought it because I was tired of it and I already had some but I bought it anyway. I had also bought 2 other kinds of aftershave and I remember smelling them and putting them away.,blind-m.tsv,(M-C-T-45/45),0.18976128,-0.13961342,-0.058986068,-0.022870477,0
104-09,#104-09 (M-C-T-45/45) [1997-05-27] A friend of my daughters came to visit and I said hello to her and I gave her a great big hug which I have never done in my life and probably never will.,blind-m.tsv,(M-C-T-45/45),0.2992668,-0.10111411,0.0991106,-0.04865661,3
104-12,"#104-12 (M-C-T-45/45) [1997-05-30] I was looking for books from a Braille Bible and I had to give some kind of report or do something in church, was looking for a particular book and was having trouble finding it. My friend S was there and while I was feeling around on the shelves trying to find the books I happened to notice there was a nice bugle on the floor. It seemed to have 2 bells on it instead of just one. I thought to myself, ""Ooh, as soon as I'm done finding these books I've got to ask S about playing that bugle, see what it sounds like.""",blind-m.tsv,(M-C-T-45/45),0.06197683,-0.18915842,-0.103278816,-0.16063257,0
104-18,"#104-18 (M-C-T-45/45) [1997-05-09] All I could remember was 2 women walking with me somewhere and giving me some assistance and then we were in a car, I was in the front seat with them, there were four people in the front seat, 1 person to my left and 2 women to my right. I remember thinking ""that's odd, there's 4 people in the front seat and there seems to be room for all of us.""",blind-m.tsv,(M-C-T-45/45),0.21838486,-0.072348356,-0.004972136,-0.10695222,3
104-24,"#104-24 (M-C-T-45/45) [1997-05-13] Something vague about a 12 gauge shotgun. Either I or somebody else was holding it straight up in the air and had fired it. I wasn't shooting at anybody, I was just shooting it.",blind-m.tsv,(M-C-T-45/45),0.07548567,-0.12350124,-0.11952879,-0.11608477,0
104-28,"#104-28 (M-C-T-45/45) [1997-05-19] I am with my son at some school activity and we were supposed to meet with some important person, maybe the principal, I'm not sure who, but she wanted to meet with us in 5 minutes and she said it was very important that we be on time, but I had to stop and go to the bathroom, and my son wanted to stop and do a few other things, and I kept thinking we've got to hurry up.",blind-m.tsv,(M-C-T-45/45),0.15202922,-0.062142625,0.05019783,0.10544578,3
104-34,"#104-34 (M-C-T-45/45) [1997-05-26] I was late for work because my alarm clock never went off. I kept trying to fix it by pushing the button but it wouldn't speak. I checked it and I found that the batteries were out, but the batteries were not the kind that they actually are. Instead of the flat round coin batteries these were double A, penlight batteries.",blind-m.tsv,(M-C-T-45/45),0.23707686,-0.16990767,-0.02636076,-0.06680787,0
104-37,"#104-37 (M-C-T-45/45) [1997-05-26] I was up in my bedroom trying to change a light bulb over a closet door, which isn't really there. While I was changing the one over the bed, which really is there, I also installed something which was squirting water straight down and I don't know what it was for, but it was supposed to be doing it. The problem was it was squirting too much water and I couldn't seem to get it to stop and it just kept going and going and I remember thinking that it might have had something to do with an airplane.",blind-m.tsv,(M-C-T-45/45),0.056609,-0.04592511,-0.1960208,-0.13471743,0
104-40,"#104-40 (M-C-T-45/45) [1997-06-02] I was at a school, giving a talk to a women's class and the principal or someone came in and started to degrade her for mixing up appointments. She was supposed to do something at 10PM and instead she was doing it at 1PM and they were discussing it.",blind-m.tsv,(M-C-T-45/45),0.21469001,-0.117693156,0.055344544,0.13966163,3
104-41,"#104-41 (M-C-T-45/45) [1997-06-02] We were on a trip somewhere, had been down south and were on our way back and somehow we stopped at a rest area and I ended up talking to somebody on the phone for a long time that we had met earlier on our trip in another state I think, it might have been Ohio, I don't know what state we were in at this rest stop but I remember thinking that I had to get off the phone and use the bathroom and get a Coke so I told the person I had to go and would talk to him another time.",blind-m.tsv,(M-C-T-45/45),0.07373394,-0.011602193,-0.04921544,-0.02246084,2
104-51,"#104-51 (M-C-T-45/45) [1997-06-12] I was looking at an old manual typewriter and it wasn't working right and I turned it upside-down to put a new ribbon in. I know that's not how you put a ribbon in but that's what I did, I turned it upside-down and could feel the ribbon in there. I followed the route of it so I could tell which way it goes and I thought I'd be able to put the new one in. Then I took it out and I found this little round cylinder like cartridge and it was empty I said ""Yep, you can tell the ribbon's gone, because the cartridge is empty."" So I got the new one and started trying to put it in, but I never was able to get it in, right, I kept routing it in incorrectly and it seemed longer than it was supposed to be and I just couldn't get it to go in right.",blind-m.tsv,(M-C-T-45/45),0.03183309,-0.26274946,-0.14974858,0.09995565,0
104-53,"#104-53 (M-C-T-45/45) [1997-06-12] I was having trouble opening and closing the bedroom door to my room. I checked and noticed that the hinges were coming off. The door was not straight on the hinges. These are new doors that we put in recently. I thought ""These doors are really messed up, I don't know if I'm going to be able to fix them or not."" I went down to the basement looking for a couple of screws to add to it. I was finding all kinds of screws but not the right size.",blind-m.tsv,(M-C-T-45/45),0.03061233,-0.20828533,-0.056782804,-0.06701498,0
104-61,"#104-61 (M-C-T-45/45) [1997-06-24] I was at work, involved in my usual work when a woman who is involved in the United Way campaign with me, who would really be my supervisor, came down and asked me if I had been counting the coupons. I said ""No, there's no urgency top it at this point, we still have plenty of time."" And she said ""Oh yes, there certainly is urgency."" And she went to my desk and ripped open my drawer and grabbed those coupons out of there and started to count them. I got all upset and that was it.",blind-m.tsv,(M-C-T-45/45),0.037292816,-0.19547983,-0.16541336,0.08491475,2
105-01,"#105-01 (M-A-P-43/50) I felt that the guys from the IRS were coming after me. There were a bunch of people in there but I didn't know anybody or recognize anybody. I could see them with my current, waking vision.",blind-m.tsv,(M-A-P-43/50),0.16925684,-0.040537953,-0.104629226,0.065676674,0
105-04,#105-04 (M-A-P-43/50) Dreaming about the Internet and using the computer. The thing I remember most was that there didn't seem to be any type of adaptive technology on the computer such as speech or large print. I was just sitting there touching the keyboard.,blind-m.tsv,(M-A-P-43/50),0.19553518,-0.024302483,-0.15394089,0.0058676675,0
105-06,#105-06 (M-A-P-43/50) I was back in New Zealand in some of the semi-tropical forests with my wife C. I could see it and hear animals and water.,blind-m.tsv,(M-A-P-43/50),0.1773766,-0.12643495,-0.19088852,-0.22178568,0
105-07,"#105-07 (M-A-P-43/50) Went to the movies with a friend from the VA, but when we got to the movie, there was no movie and no people, so we were just sat there talking, in an empty movie theater. I could see that it was empty.",blind-m.tsv,(M-A-P-43/50),0.27901915,-0.09562272,0.13382056,-0.053945273,1
105-08,"#105-08 (M-A-P-43/50) I was at a ballroom dance, in the 20's or 30's, feeling myself dancing with someone I knew but didn't recognize, or I didn't know their name or anything like that. I could hear this old music.",blind-m.tsv,(M-A-P-43/50),0.29539114,-0.080409214,0.122286044,-0.16952078,3
105-11,"#105-11 (M-A-P-43/50) Something about going back to school, and what it would be like to leave and start school. Just felt it.",blind-m.tsv,(M-A-P-43/50),0.18537906,-0.14875324,-0.03884712,0.12641549,0
105-12,"#105-12 (M-A-P-43/50) I was at the next door neighbor's house, having a cookout, or a picnic, I could see and hear the grill and there were children there except that none of the children belonged to any of the grownups who were there.",blind-m.tsv,(M-A-P-43/50),0.24134386,-0.07948661,-0.11145321,0.005066815,2
105-14,"#105-14 (M-A-P-43/50) I was sitting alone at home, wondering where everybody was, couldn't move to call anybody or look for anybody, because I couldn't be sure who was around or who should be around. Kind of an odd feeling.",blind-m.tsv,(M-A-P-43/50),0.2823633,-0.046650082,-0.05572509,-0.0105059305,3
105-21,"#105-21 (M-A-P-43/50) Dreamt about all the changes that the blind center is going through and the breaking up of the teams and all the excitement and problems. I could see people running, papers flying, hear people chatting.",blind-m.tsv,(M-A-P-43/50),0.16860373,-0.10939355,0.054925315,-0.21385282,3
109-14,"#109-14 (M-A-T-20/24) [1997-06-18] I was outside, walking with my cordless phone talking to somebody on the phone and suddenly it stopped and I was wondering, why did it stop? I called the operator somehow, even though it stopped. I asked why my cordless wasn't working and the operator asked me what kind of music I liked listening to and that was it.",blind-m.tsv,(M-A-T-20/24),0.108210385,-0.04382643,-0.10174255,-0.015130012,2
113-03,"#113-03 (M-A-T-17/45) I had some impressions. That Mary was going to the florist, from a discussion we were having, but I don't know what it was all about. Its funny because her and flowers don't really get along.",blind-m.tsv,(M-A-T-17/45),0.20373346,-0.20425254,0.10498126,-0.1603058,3
113-07,"#113-07 (M-A-T-17/45) I was playing with some kind of electric motor, that's all I can remember. It was a big one, like the kind that might be used to drive a pipe organ or something like that. I could feel the vibration and the shaft. 5:00",blind-m.tsv,(M-A-T-17/45),0.1289157,-0.25673756,-0.13047694,-0.22411376,0
113-13,"#113-13 (M-A-T-17/45) I was in a van, I don't know who else was there. On the back of the seat where there sometimes are places to put things...This was much bigger than you have in reality because this would just take up too much room. There were a whole bunch of books in there...This book had something to do with health and I also think it had something to do with life in general, politics, whatever, the more I think about it , the more I think it might have been ""The way things ought to be"" by Rush Limbaugh and I remember taking it out and the weirdest thing was that parts of it was in Braille and parts of it were on tape. Because I could remember feeling the Braille and hearing the tape, in the back of this van...whose van I didn't know and who is driving I don't know...but there I was with this book.",blind-m.tsv,(M-A-T-17/45),0.120112166,-0.030386358,-0.028155241,-0.09502078,3
113-26,"#113-26 (M-A-T-17/45) same night I was puzzling over this device that we got yesterday, supposedly to set VCRs and the VCR, this little gadget, I dreamed about it, picturing the buttons on it, feeling it, figuring out how to use it. I guess its supposed to talk or beep. It was like I had taken it to a store, taking it to Tweeters etc. to look at some VCRs there.",blind-m.tsv,(M-A-T-17/45),0.15029725,-0.017479688,-0.030268049,-0.019797647,0
124-11,"#124-11 (M-C-T-46/46) [1997-08-07] I remember playing cards with Claudia and our youngest son, but the funny thing was all the cards were in print and he had to read the cards to us and he of course won almost every game. We were teasing him, accusing him of cheating. He got rather annoyed at that and threw all the cards on the floor. And just as I yelled at him that he'd have to pick them all up I woke up.",blind-m.tsv,(M-C-T-46/46),0.28990093,-0.09066282,0.12489527,0.03897001,1
43,"(1999-12-01 (HS)) My mother and I were driving home.  Over the park we saw a moving star of light.  We pulled over and slowly the star worked its way toward the car.  We let it come in through the driver's side window.  It hovered and took shape as a hummingbird, as if communicating with our subconscious.  For a moment it had fuzz like a baby chick; it looked like the fuzzy inside of an artichoke.",madeline1-hs.tsv,,0.085480794,-0.027183026,-0.1671524,-0.18240722,0
44,"(1999-18-01 (HS)) I had come across the cutest penguin.  He showed himself to be intelligent and I named him Confucius.  He was large, an empire penguin.  He was about 3 feet tall and an armful for hugging.  He could definitely comprehend what I was saying.  He provided great companionship and I was happy to have him with me on the boat we were on.",madeline1-hs.tsv,,0.2522365,-0.21914051,0.062123716,-0.08311825,3
51,"(1999-16-03 (HS)) I told my crush Jose to have some water and I gave him my bottle.  He was in the middle of a discussion with someone, but took the bottle.  I leaned on his arm.",madeline1-hs.tsv,,0.12775472,-0.050331384,-0.025652958,-0.010970618,2
55,"(1999-31-05 (HS)) I sat talking with my classmate Greg, and casually put my arm on his shoulder.",madeline1-hs.tsv,,0.16584428,-0.032262564,0.057012677,0.17613752,2
70,"(1999-11-10 (HS)) I was in a department store with Stuart and my father, riding on the escalator, perhaps doing some Christmas shopping.  A bee started buzzing around.  Outside the store we were on some Astroturf with a low fence- perhaps knee-high around it.  The area was used for radio controlled cars.  The bee stung my leg.",madeline1-hs.tsv,,0.12844893,-0.033545196,-0.22905162,0.021323198,2
78,(2000-18-01 (HS)) I was on a ship in a blustery windstorm.  The sky was white.  I could feel the motion of the ship caused by the wind.,madeline1-hs.tsv,,0.09855911,-0.05265726,-0.1675434,-0.1805141,0
80,"(2000-18-01 (HS)) I read a letter from the guy I dated, Ray.  ""Wintel Al Mitchell"" and our friend Mike were somehow related.  It was a story with a goat.  Their neckties had crossed and got stuck between the cats.  I later saw the tie.  The pink panda wrapping paper my mother has.",madeline1-hs.tsv,,0.22362874,-0.025490612,0.11519361,-0.032094486,1
81,"(2000-18-01 (HS)) I was in class, perhaps doing the French skit.  My online friend Del was going to come down and help.  He arrived for his part.  I turned, and paused at the sight of him.  Fortunately, I was able to improvise my lines.  I hugged him, and it felt like the perfect hug.  ",madeline1-hs.tsv,,0.15123232,-0.041490585,0.03576431,0.058556154,3
99,(2000-25-06 (HS)) I met my roommates for college.  They were laying on my bed.  My friend Kip said something insulting toward them.,madeline1-hs.tsv,,0.15663661,-0.09597424,0.059182238,0.1361564,2
109,"(2000-22-07 (HS)) I remember walking down the hallway.  With focus and my hands, I was able to levitate rocks.  My mother accused me that I was using hairs to hold them.  I checked, and did find hairs.  Yet I was sure that the rock was telekinetically where it was.  There was no downward pull on my fingers.",madeline1-hs.tsv,,0.12508646,-0.04936579,-0.26349717,-0.055346165,0
118,(2000-08-08 (HS)) Don't recall the details.  A tooth fell out.,madeline1-hs.tsv,,0.40979886,-0.10552314,0.033385146,0.1483109,1
