n,dream,source_filename,date,pca1,pca2
487,"I was in a store of some kind. It might have been a ladies clothing store, or it may be that ladies clothing was just one of the things that they carried. Someone was working on a rack of clothes. I made a suggestion to them to turn the hangers the other way so it would work better.",elizabeth.tsv,(2002-09-06),-0.1645039,0.2734783
490,"I was with a group of people. We were presenting some kind of a show or contest. I was going to be one of the announcers. When people came in and got settled I was going to first of all helping them to fill out their entry forms. for lack of a better word. I don't know what it was. I had some 3 x 5 cards. It would say something like, #1 and what it was. Then I would tell them what they should be filling in there. Like, a lot of them were just general what they should be filling in but some were very specific. So on some of them I was telling them a specific name to check or fill in. One of the items I didn't know what it was. It was a very strange word. It sounded something like, Imagonnagohome! So I was standing on this stage with a microphone. I was joking about it. When I first got started, the microphone that I was supposed to use wasn't working. Then I was supposed to be standing in front of the stage using this microphone. That microphone wasn't working so they brought me around and up on stage and gave me a different microphone. I was using that one and we were still having problems. I was making jokes to try to make light of the technical problems we were having. It was mostly men that I was working with. It seemed that I was observing these children of this wealthy man. He didn't have time for his children, so they were not well behaved. They were spoiled because he spent lots of money on them instead of spending time with them. They were going to play bride and groom. The young girl, she was very large and well developed for her age, was half-dresses in her wedding outfit. She kept yelling at the little boy to bring her dress. He wouldn't do it. Then I'm back at the event. I was going to lay down and watch the rest of it. This little girl is upset so she asks if she can lay there with me. I told her that she could. She or I one grab a pillow. She was going to come over and lay there with me to watch this event or program.",elizabeth.tsv,(2002-09-07),-0.16748779,0.08259827
492,"I had this little thing that I was using for transportation. The thing that I was using was about 8-12 inches off the ground. It might have been two feet long and about a foot wide. You would wonder how anyone could possible sit on something with these dimensions but I was. It was white and it felt kind of like cement. It was shaped like a bread pan. hollow in the center. I put the open end on the bottom and I put a folded piece of fabric on the top to make it softer to sit on. It had a remote control that I used to propel it. It didn't seem to have a motor or anything so I don't know how the remote control could propel it but it did. I took it to a repair shop because it wasn't going as fast as it normally does. They were good-naturedly teasing or enjoying that I had this mode of transportation. The woman that checked me in, instead of writing up a ticket and giving it to the men to be repaired, she somehow repaired it herself. I don't think she even charged me for it. It seems that it was a very minor repair. While I was waiting I was wondering if I should get something else, like a moped. I knew that wasn't really what I wanted. I didn't want a two-wheel vehicle. A moped would be too much like a motorcycle for my taste. Then I realized that what would be ideal for me would be one of these scooters that they sell for people with physical problems getting around. I put it back on the ground and put my bundle of fabric on it and sat back down on it. It's so small I can't figure out how I could sit on it, keep my feet off the ground, keep my balance, or anything. I got on it. I was inside a building. I started going. I was going pretty fast, comparatively, through this building. I was turning corners very quickly and going through doors quickly. I was going so fast that I was concerned that I might fall off when making the turns. At this point I was in a YMCA. The children were watching me on it and they were pointing it out to their parents. saying how cool it was and that it would be even better than a skateboard. I am in the YMCA. I am sitting on a sofa next to Barry C. It seems that we're waiting on someone. He's trying to read the newspaper. It appears that he has Parkinson's Disease. It's what my parents generation used to call Palsy. He's trying to read the paper but he's shaking so much that he can't read it. he can't hold it still enough. I can tell he is getting very frustrated. I don't know if it is hands or his head that is shaking so much. I reach up to try to give his head something to lean against so it wouldn't be shaking so much. He jerked away from me. I thought, oh, he doesn't like that because it looked odd. Maybe if I just lean up against him so it will look like he is just resting his head against mine. When I tried to do that he pulled away again and looked at me as if to say, what are you doing? I said, I thought I would just give you a head to rest against. He didn't say anything but I could tell he didn't want to do that. Someone is giving a tour of the facilities. They are getting ready to do some major renovations and they are taking people on tours to show them what they are going to be doing. I went on the tour. We went through a couple of rooms. We also went to this outdoor space. It reminded me of a garden area - not a vegetable garden. more like a flower garden area, though not really that either. I went back inside. There were children all over the place. obviously. They were having a lot of fun. There were a lot of very unusual rooms. I don't want to say childlike. because they weren't childlike in a toddler kind of way. They were simply very fun looking rooms. Some of the children were smaller, 8- 10, and others were closer to teen years. I was wondering why Matthew didn't spend more time here when he was younger. I would think that he would have really enjoyed it. Some of the entrances weren't typical doors. You had to climb up on something and be able to keep your balance while you got the door open. There wasn't a door handle from the inside so I had to grab the bottom of the door and pull it close enough to me so I could grab the hook for the latchhook. I think I had a pillow and blanket that I was carrying with me while I was trying to get up and through this door. I wanted a drink of water so I went back outside to the garden area. There was an old-fashioned water pump that tapped into a natural spring. I decided to go over there to get a drink but I didn't. I did think that I would go tell Barry C that it was there. I don't remember much about what the rooms looked like. The one room, there seemed to be two doors that were white but they were trimmed in red. a pattern painted on them in red. There were two teenage girls running through that door. They were giggling and squealing the way girls that age do.",elizabeth.tsv,(2002-09-29),-0.25662473,0.063814685
494,"A family member or a friend and myself were visiting some people in another town. I don't know the name of the town or even what state it was in. At one point during the dream it was winter and there was a lot of snow on the ground. While we were at this house, the wife was telling us about some chairs that her husband makes that are so soft and comfortable to sit in. She said people just love them. There was a pile of different size cushions sitting on the floor. Some were as small as 6 x 6. Others were large. the size of a regular chair cushion. She was explaining how her husband uses these different sizes to fit them in the frames of these chairs. I had grabbed one of the large ones and two of the small ones and was trying to find different ones that would work well to fill up the seat frame of this chair, but they didn't. Then, either someone told me or I realized that I was using the wrong thing. There were bundles of fabric sitting there. The fabrics were all accordion folded and then banded together so they would stay together. I don't know what they were banded with. The fabric itself felt really soft, like cashmere. They were different colors. They reminded me of winter scarves. I learned that was what he used to make these chairs. He just fit these bundles of fabric together. So, I started doing that, using those. They were different sizes and different colors. With those I was able to make a cushion of sorts on the seat frame of this chair. I commented that they reminded me of Matthew's red winter scarf, how they felt and how they looked. The chairs didn't have much of a back on them. The back was maybe only 6-8 inches high. I wondered how that would be comfortable. There was something besides just the frame but I don't know what or how. After I did get the frame of the chair filled in I sat down on it. It was comfortable. With the back the way it was it surprised me that it was as comfortable as it was. I don't know that it was as soft or as comfortable as I expected it to be from what I had been told. But it was comfortable. It struck me as odd that that was how he made these chairs. that he didn't use any kind of covering for these bundles of fabric. He just put those in there and that was that. There was someplace that I either needed to go, wanted to go, or simply decided to go to. I asked someone to give me a ride and then did. I don't remember where it was. After I was ready to return I just walked. I realized that it was just about a two-block walk and that it was silly for me to have someone drive me there previously. It wasn't snowing then. The weather was nice. I don't remember it being cold. I was back at the house and I decided it was time to go. Whoever it was that was with me, family member or friend, - we got ready to go and they and I disagreed on the path to get home. the route we needed to take to get home. They were going to go one way and I was going to go another. Somehow we kept ending up at the same place. either because we couldn't get through the way we wanted. I was standing there and there was a local town person there telling us to wait for this small train. I don't know if we missed the train or if the train neglected to stop. It was now snowing and the weather was really bad. The train was the type of train that you might see in an amusement park. it reminded me of the old train at Lesourdesville Lake.",elizabeth.tsv,(2002-10-04),-0.07245008,0.1030551
498,"This is very sketchy but important. It had something to do with the CAS office. My sense is that there were people who came to work there but either decided that they couldn't do the job, so they left, simply because they knew they couldn't or because they knew they couldn't and they wanted to make the decision to leave before they were asked to leave. There were people who couldn't do the job and were asked to leave, or maybe it was suggested that they leave. It wasn't the typical office setting. I have this picture in my mind of people along two opposing walls. They aren't really standing in a row. they are but there is a significant space between each one. as though there is a room for a desk between each of them. They are just standing there. I don't remember any furniture in the room. It seems that it had something to do with changing clothes. Maybe I was changing clothes. I realized. Or. I don't know. For some reason I'm noticing about the fact that I have shaved off my pubic hair. The only reason I notice is that I'm looking at my pubis and thinking, What is Doctor Pf going to think when I go in for my annual exam and sees that I've shaved off all of my pubic hair?",elizabeth.tsv,(2002-10-17),-0.19948271,0.08277791
500,"Bill C hired Susan J. He gave her Haley N's office. He gave Haley N my office. He put me in his office. I don't remember where he went. I was very, very upset about this because he had not talked to me about it and I felt that it was a step down. I was feeling very angry.",elizabeth.tsv,(2002-11-29),-0.102180816,0.25466168
503,I was going shopping. I was Christmas shopping. I was looking for an electronic item for Matthew. I ran into Darren at the store. I invited him to walk with me and look too. He did. While we were looking in the display cases I found this game. It was like a maze in a plastic case. You had a magnetic thing that sat on top that you used to move a piece inside around the maze. like a steel ball. I think this was something to do with Batman. The magnet moved Batman through the maze. I asked Darren if he remembered those things from when we were younger. He said he did. I stood there a played with it for a minute and decided it was much too easy for Matthew. I had gone there to look for something very specific. Darren said he was going to go look at something else. I noticed these tall wide walls of jewelry. I decided to go look at it for myself. I knew I shouldn't be spending money on myself right now so I decided to just see if there was anything on clearance. I don't think I saw anything.,elizabeth.tsv,(2002-12-07),-0.16530775,0.03293511
505,"Someone had used up all of the wet wipes. I was very irritated by this because I had only had it a couple of days and already they had emptied this. There were a lot of people in this house. I think most of the people were leaving. I think they were headed to GC. I decided to go with them. I was packing or whatever, planning to go with them. As I was doing so it occurred to me how long we would be gone. Maybe it meant we were going to be gone over the Holiday. I stopped packing and was rethinking my decision. I was trying to decide if I really wanted to do that. It might have had to do with the fact that I wasn't sure if I could take a week off work. I am thinking about going to a week long retreat in January and there is also a weeklong training in California that I'm thinking about attending. I probably can't take both weeks off. I've been debating about which one to attend.",elizabeth.tsv,(2002-12-11),-0.14346175,0.14241008
516,"I was at the CAS offices, though they looked different than in waking life. There were several offices. I was sharing an office with Bill C. There was a salesperson name Mike [unknown] that was leaving our employment. He decided that it had been too long since he sold anything and decided it was time for him to move on. He was in his office. He had lots of boxes and was putting his personal belongings in them. I was wondering why Bill C had not told me that Mike was leaving. There were two offices or rooms that were full of extra furniture. Some of it was quite nice. Some of it was quite old, like the old green and gray metal desks. I was looking around thinking that now that Mike was leaving we could each have our own office. I wanted my own office, and yet I realized that working in the same office as Bill C was nice because I could ask him questions quite easily. I can ask him things as they come to mind as opposed to creating a list or having a pile of stuff for him. I was debating if that was what I really wanted to do, yet it somehow felt as though I didn't really have a choice. That is what we were really going to do. I was in one of these rooms with all this furniture in it. I was moving things around. I was debating about switching my furniture to something nicer that I saw in one of these rooms. There was something about Haley N and me sharing an office now. Of course, I did NOT want that. I think that's when I had the idea that we had the space now for each member of the staff to have their own office. Yet, still that it was convenient for me to share an office with Bill C. I was also thinking about the fact that we had all this extra furniture there. It was probably stuff that we would never use. It was just taking up space and it was just messy-filling up both rooms the way it was. There was no rhyme or reason to the way that it was in the rooms. It looked as though someone had just arrived it in and sat it anywhere. It was all sitting at different angles and such. I started moving some things around and I was going to try to organize the rooms a little bit. There were all kinds of different pieces, like different types of desks and different types of bookshelves. While I was moving this stuff around I also came upon these things that were shaped like hearts. They were probably about 3 ft x 3 ft. I'm not sure what they were made out of. I don't think they were all made out of the same thing. There were a bunch of them that seemed to be made out of Mylar - silver Mylar. I was trying to gather them up and put them in a nice neat pile. Bill C's wife came in. She was talking about all of this furniture. Then Bill C came in and was helping. He started moving things around. It was very easy for him - as though the furniture weighed ounces rather than pounds. He would pick up two or three pieces at a time and move it. He was stacking it, back to back along the wall-one or two walls.",elizabeth.tsv,(2003-01-27),-0.24314113,0.11523087
517,Matthew had either called or came home and was upset. He was telling me that Ashley B had decided to break up with him. I wanted to make sure that I said the right thing or didn't say the wrong thing. That was most important. I wanted to be comforting and I didn't want to say anything that would alienate him and keep him from coming to me in the future and talking openly. I was thinking to myself that it was for the best that she made that decision.,elizabeth.tsv,(2003-01-27),-0.031589974,0.07411358
520,"I was with Bill F, Brian F, Bob F, Daddy, and Matthew. Matthew was only 9 or 10 years old. We went someplace to eat, like a Hardee's. Right inside the door were platters of food on each side of the door. We were to choose what we wanted from these trays. It seemed that they were sitting on top of the trashcans that you typically find in this type of restaurant. We each got a plate and started choosing what we wanted. Matthew and one of the others would take a fork and take something off the platter and put it straight in their mouth. I told them to quit doing that because it was very bad manners. I told them that they need to put it on their plates and then eat it when we get to the table. We went to find a table. We found two tables that we could push together so we could eat. We had stopped so Matthew could use the bathroom, but now he had to go again. He and I both decided to leave and go find a bathroom. Daddy was upset that we were going to be gone so long because it was going to take us 2 hours. I told one of the others that this was perfectly reasonable, that we couldn't do it in less time. We went ahead and left. Now we were helping Matthew move into his dorm. It didn't look like his waking life dorm. That didn't take very long at all.",elizabeth.tsv,(2003-01-29),-0.4014432,0.0026028587
528,"I was with Darren. We were married. I had gone to see an apartment but I don't remember the reason. I was telling Darren about it and he insisted we go look at one for us. I agreed to go along. They were really incredible looking apartments. They were maybe three stories. Contemporary yet with a classic elegance. One room was a media room. This one room appeared to be two stories high. It was all white. One of the tall white walls was to be used for projection. I knew that even if we could figure out a way to afford the rent we could not afford to furnish it properly. I said this to Darren, I believe more than once. I was also thinking to myself that I didn't know if it was right to commit to an apartment like this when I wasn't sure that our marriage would work out.",elizabeth.tsv,(2003-02-07),-0.06587624,0.052783024
529,"I think I must have been living in St. Joe, with Mother and Daddy. I had just spent some time with some of the men from high school. I know Dwight W and Albert S were there. Dwight W was coming on to me and I said something about him coming on to some many different women. He wanted me to believe that his interest was sincere. I knew better. They were getting together the next day for something. They found out that I had a delivery pizza business and ordered six pizzas from me for the next day. The next day I was busy making this pizza. Some of them started out as balls of dough that I shaped and prepared. Others looked like mini-pizzas, of various sizes, that I had to slowly move around the edges to stretch out. They had already been baked but were not brown around the edges. I would get one the right size and put it in the oven for just a few minutes until the edges browned, while I worked on the next one. I kept stacking them one on top of the other and repeating this process. I was concerned that the ones on the bottom might get to brown or become overdone but then decided that was not the case. As soon as they were finished I wanted to hurry to get them delivered while they were still hot. Someone, I think Matthew, was helping me to get everything to my car. One of the things we were taking to the car was a white ice cube holder. We had put something in it. One of the things was a glass of Diet Sprite for me. It didn't have a lid and I wanted to be careful not to spill it. When I got ready to leave I was having some difficulty with the car. It was either not stopping, not steering properly. I put it in reverse to try to fix the problem and the car sped backwards toward the garage. Mother was having a garage sale. She looked up but didn't realize what was going on and that I nearly crashed into the garage/sale. There was a child sitting in a highchair that recognized what had happened and looked at me like boy you were lucky! I put the car in forward and left. It seemed to be driving fine now. I wondered if I would remember the directions to where I was going. I arrived at a dirt lane. I found A's house and told him I had the pizza. He told me someone should have called and told me that they had cancelled the order. I was thinking about the payment and somehow realized or found out that they had prepaid and now wanted their money back because they had called to cancel. I think I may have gone somewhere else because now I was talking to Andy and he said he had paid me cash. I don't remember giving him his money back. I went back home and was looking through my phone order book. I was quite upset to learn that over the last week or so quite a few people had called in orders for pizza, all orders for one pizza, and I had not known about them and consequently not filled the orders. I was thinking about how bad this was for my business reputation. These people would be hesitant to order from me again. I was looking at the names of the people in the house who had taken the orders. I wanted to blame them for not telling me but realized that I only had myself to blame for not checking the order book and checking with other people on a regular basis. However, I also thought that, being a new business, it would have been considerate for them to point out to me that they had taken these orders until the business achieved a more regular rhythm. Otherwise, I would have to check the order book every few minutes to see if I had missed a call - so I could fill it on a timely basis. The people in St. Joe liked that there was now a pizza delivery place but I could lose the business quickly if they decided that I was unreliable.",elizabeth.tsv,(2003-02-07),-0.20963888,0.022679163
530,I was in a store making some purchases. I realized that I made some error in my purchase and needed to return part of what I bought.,elizabeth.tsv,(2003-02-08),-0.002433785,0.3505631
535,"Bill C and I were working on some marketing materials. We were playing with different color combinations and such for the website, color backgrounds on postcards and color text. Could we do a white background with a silver font?",elizabeth.tsv,(2003-02-12),-0.004127304,0.40742505
539,"I was with Matthew at PLU. We were driving around campus. There were street flags hanging on every block, maybe 2 or 3 on each block. Each flag was advertising 4-6 things on campus. The flags were green and had two different colors of lettering. Some of the words were in a brighter color than the others. I think there was someone else in the car with us. I asked how students would know something, though I don't remember what, about the difference in the words on the flags. They said by the brighter color. Now I was with Matthew in a store on campus. He was going to be putting up one of the Christmas trees on campus. He had a tree, some silver garland, and some grapefruit-sized orange ornaments in a shopping cart. I didn't want to say much because I knew he probably wanted to make the decisions about how to do the tree but I also wanted him to think through what he needed. I asked him if he was going to put garland on the tree, even though I saw it in the cart. It didn't look to me like he had enough. When I asked he lifted up the garland from the cart and I saw he had plenty. Then I asked him if he was going to do the whole tree in orange ornaments. Again he lifted some things from the cart but this time he saw that he didn't have enough ornaments. We went down another aisle and found maybe two more groups of orange ornaments. The one group he was looking at actually looked like oranges. They appeared to have a long, 5-6 inch stem on them that was a hook shape on the end that you would use to hang them on the tree. Matthew picked one of them up and was looking at it. We realized that they actually had orange juice in them. I said that was a cool idea since there were so many viruses going around, they would be pretty on the tree plus they would serve the students well.",elizabeth.tsv,(2003-02-14),-0.19427699,0.10215389
540,"I had gone back to visit the home of my grandparents. Several of my childhood friends were there. We were in the backyard and we were talking about these sticks that we used to find in the yard and play with. I said something about one of them having a vanilla like substance in it. I was still curious what that substance was and I was still curious to actually squeeze some out and taste it to see if it really tasted like vanilla. A couple people went to the far back section of the yard to collect a couple of these sticks. Now, the sticks were very large wood poles, almost like telephone poles but not as tall. They were standing vertically, leaning against something. The people who had gone to collect some knocked most of them down and emerged from behind them. They were ducking and laughing. They returned to where the rest of us were still sitting in the grass. Now the sticks were small branches as they were when we were children. Someone broke one of the sticks and squeezed something out of it. There was popcorn lying in the grass so they squeezed whatever it was all over the popcorn. It came out like clear syrup - almost like corn syrup. But it turned a light brown, almost caramel color, as it coated the popcorn. We all bravely agreed to taste it. Someone else, older than us, walked up and said something about our curiosity finally having us do this. We mostly just smiled as we tasted the now coated popcorn. He said, see, it tastes like caramel doesn't it? We agreed that it did. I still wanted to find the ones with the vanilla like substance. I found one and began to squeeze the substance out. It was white and creamy. I only squeezed a little bit out, touched it with my finger, and tasted it. It did taste like vanilla. Now we were at a building on the property that housed this huge old clock. The clock could only be seen from the inside though. When I opened the door there were 5 or 6 large wood pieces hanging from the ceiling. The building was only big enough for these. It was not a building you could walk into. Each wood piece was very tall, about 18 inches deep and maybe 6 inches wide. They had been constructed into a box shape with four pieces of wood. The one farthest to my left had a clock face on the left of its two widest surfaces. We were being told about the mystery of this clock. It apparently had something to do with me and if anything were ever to happen to me, something would happen to this clock, or vice versa. Later, I could see that the clock face was gone, but I don't think I was actually present. It seems more like I'm watching a movie at this point. I think I am now a child and I'm in a carriage, of sorts, with some other people and they are rushing me to the clockhouse. They are going to open the wood piece housing the clock and stand me inside. The purpose is either to save the clock or me. It feels that it is both. If I become sick or something happens to me, then something also happens to the clock. By putting me in the clock house I am restored to well being and the beautiful clock face returns as well. Now I am with a man, maybe my husband. We are in a restaurant. He is holding some kind of a trophy while singing and dancing. I was little embarrassed and several of us were kind of laughing about his actions. We were enjoying this aspect of his personality, at the same time we did want him to sit down. We left the restaurant but I don't know where we were going. The man is riding on the outside of a vehicle. Again this is like a scene from a movie. The vehicle he is on is trying to catch up to a larger vehicle and he is going to try to jump from on to the other. There seems to be an urgent purpose in this whole scenario. Just as they catch up to the larger vehicle and he prepares to jump he transforms into a small boy. He seems to be going in slow-motion as he jumps, and just as he reaches for the bar on the outside of the other vehicle, time speeds up again and he grabs the bar and lands where he intended. Now that he has turned into a small boy we realize we must take him to the clock house to turn him back into a man. There was more to this. I was in the house, at least once, with several other adults. I think they were only women. Maybe they were my sisters.",elizabeth.tsv,(2003-02-14),-0.02039302,0.008676298
545,"I was in St. Joe, driving around with Brian F. We were collecting money for something I sold. Mother and Daddy said they wanted to ride along.",elizabeth.tsv,(2003-02-21),-0.002262511,0.1815853
546,"I was at lunch with Bill C. we drove back to the office and I saw Pam Ta. I realized she lived next-door. But at this point I am at my home instead of the office. I was going to invite her in to see my living room as I thought she would really enjoy the warm, comfortable feeling it provides. Before I could say anything she invited me in to her house so I went. The houses seemed to be attached and seemed to share a raised wooden deck on the front. I went in. Her decor was rustic. I liked it. I thought it very much looked like her style.",elizabeth.tsv,(2003-02-21),-0.065859124,0.08604462
548,"I was at CIIS. The school had misunderstood a planned visit. They thought a student had planned a family event there and the school was welcoming the event. Terri O thought it might be a problem when they realized the event was curriculum related. She wrote someone a note about a hypothetical situation, because she didn't want to point out the misunderstanding until she realized that everything would still work out okay. Now it seems that at least some of CIISC were there already. I asked Mary Kay C and Karyn L where they were headed from there, to Wisconsin or Oregon. some of us, all women, are in swimsuits in a facility that looks like a YMCA. We are outside at a pond. Paige, from the TV show Trading Spaces is there. We are instructed to reach inside alligator's mouths to find food. Paige has her hand deep inside the mouth of an alligator and is saying, look, my alligator doesn't seem to mind at all. She is twisting his jaws and playing around. But no one seems to be finding anything. Then a man, someone trained for this type of thing, comes up and puts his hand even deeper down the mouth of the alligator Paige had. I was remembering something I saw on TV where a contestant had to go into a murky pond and try to dig something she couldn't even see out of the mud. The pond had five crocodiles in it and there was a sharpshooter standing by the edge of the pond prepared to shoot the crocodile if she got in trouble. I wanted to know the difference between alligator's and crocodiles. Someone said you can do things underwater and alligator's won't bother you but crocodiles will. Now we were inside, some of us were sitting waiting on others. We were still in our swimsuits. I had my jeans with me and was thinking about pulling them on while I was waiting. When the others came we headed to the locker room. I couldn't remember which locker was mine. I knew the general vicinity and that it was next to Susan J's but that was all. There was a young girl with us and she began opening lockers a little bit to try to help me find mine. I told her not to do that because we shouldn't be opening other people's lockers. I noticed one wasn't closed properly because their clothes were caught in the door. I pushed the clothes in for them so the door would close properly. When the young girl was opening the lockers she saw a bag of snack chips and wanted some but I told her no because they belonged to someone else. I asked Susan J if she remembered which locker was hers. I knew I would be able to find mine then since I knew mine was right next to hers. She said she didn't remember which one was hers.",elizabeth.tsv,(2003-02-22),-0.16651444,0.0057704234
552,"I was at St. Joe. I don't know who I was or who I was with. We had started some kind of a carnival I think. We were selling tickets from the kitchen. This is very odd. It's as though we were at the old house in the kitchen, sitting at the table selling tickets. Yet, it is as though it was outside as well. People would come up and hand us their money and then go on to the carnival. It seems that maybe it was a penny a person to enter. I don't anything about the carnival or anything like that. When we first set up to start selling the ticket. We had a money tray with rolls of coins. At the last minute I thought we should have two trays so I was quickly trying to divide the money for another tray. We were only doing this for a couple of hours in the evening. We had decided that we would quit selling tickets at 8 o'clock. I looked at the clock the last time and it was 8:39 and I was cleaning up. I was wondering where everyone had gone. I guess there were members of the family that should have been there helping me. I just kept busy cleaning up. I was imagining someone saying something to me and I would respond, well, there was stuff to do so I was keeping busy. There was something about something sitting there that needed to be cleaned up. It had been sitting there for a long time. I was at the kitchen sink and doing dishes or rinsing out things that had a lot of food or something leftover in them.",elizabeth.tsv,(2003-02-23),-0.1779598,0.07731773
554,Jennifer K came over. I was asking her about the results of her visit to the neurologist. It seems that there was some confusion in some tests results that even prompted her to be referred to a neurologist but certainly when she went to the neurologist and had further testing. I think they may have mixed up her test results with someone else. It seems that there was no need for concern. The things that they had found were actually someone else.,elizabeth.tsv,(2003-03-01),-0.012398863,0.26517054
556,"I was with Matthew. We were looking at some newspapers. The one newspaper had quite a few, maybe 4 or 5, sections of full-color comic strips. It wasn't a Sunday paper. I thought that was very unusual. There was another black and white newspaper that I was looking at. It had comic strips in the business section, where they announce people's new positions. Someone wrote a comic strip about each of these people. I thought whoever was responsible for it wouldn't have alot of time to come up with or create them. In one of them, one man had alot of names. This man had maybe ten or twelve names. I thought that was very unusual. Matthew and I were looking at these newspapers together. We both got up and I was going to use the bathroom. He had gotten there first and had started to run a bath. I went into another bathroom. He saw me going in there. I said I was just going to use this one since you are getting ready to take a bath in the other.",elizabeth.tsv,(2003-03-01),-0.21845686,0.012693746
566,"I was at the BE Retreat Center for our last group meeting for the semester. Since it was our last one we were combining our meeting with another group. There was one woman in attendance that I recognized as someone that was supposed to be in our group originally but couldn't for some reason. Initially we were each to introduce ourselves and tell a little bit about ourselves. I said very little when it was my turn because I didn't want to tell these strangers very much about myself. Someone told me I should tell them about my name change. I did so in a humorous manner, saying, Elizabeth H enrolled in the program but Anna F is taking it. I went on to say something to the effect that they should watch out if they ever meet Anna- as though she is the evil alter ego. Some people were just looking at me as though they were totally confused and others laughed. As the discussion continued, it seemed that one or two of the men were primary figures in the other group. I had the impression that throughout the semester they would go into another room to get props whenever they wanted to, to get things to support their discussion. I thought that was a nice benefit they had. I was sitting next to Garnet P. I asked her if she goes to Tuesday morning classes because I was surprised that I had never seen or never noticed her there. She said that herself and another woman never go. They couldn't work it out with their schedule so they have only been attending small group sessions. I left the group and was headed out to the parking lot. I was carrying a box but I don't know what it had it in. It was about the size of a layer cake. As I was approaching the steps leading to the front door I saw Sister Betty going down a lower flight of steps. She said, This way, indicating that was the way to the next meeting we were due at. I told her I was going outside because my car was parked at the front door and I had to move it. I said I would just meet her there. There was quite a bit of snow outside, though it was in the melting stage and alot of it looked very dirty. I pulled my car into an angled parking space but not in the way someone would normally do that. I think I entered from a strange angle. I was debating whether to reposition my car, move, or leave it there. As I was thinking about this another car pulled in next to me. I finally decided to move. I pulled out and was going to try another odd maneuver and thought to myself, Yeah. Right! Like I should really do this with this car. I pulled up the aisle a little bit and was going to back into another space to be able to turn around but ended up just turning around going forward into a large block of empty spaces.",elizabeth.tsv,(2003-03-15),-0.2450408,0.013047892
567,"Brian F's attitude. Dumping office supplies all over the floor. Having Jody S, Brian F, and two children and Jo V and Jan F all spent the night on the same night. A brown, greasy mark all the way down my stairwell wall, created by Bill F and Brian F when they were moving my contents cabinet.",elizabeth.tsv,(2003-03-16),-0.030340029,0.38589713
583,"I was at the CAS office. Blair K and Haley N were both there. We each had our own office. Blair K had fixed his office up, personalized it and everything. My office was very dark. It had a dark colored carpet. Three of the walls were dark paneling. The other wall had a very dark wallpaper. I had put up nails and hung some things. At another point I had taken them all down. I can't remember if I was having my office redecorated or if I was moving into another office. I had taken everything off the walls then I decided to take all the nails out of the wall. I was just reaching up and pull them out with my hand. Some of them, the nails had been put in these holes. They were maybe an inch or inch and a half in diameter and equally deep. The nail had been put into the wall directly in the middle of that hole. Haley N had gone out and bought some live plants that were on sale. They didn't look very good at all. They weren't healthy. They were small and scraggly. She had also bought macrame plant hangers in different colors and different color combinations. One was a pale yellow with maybe white and rust color design in it. I was hanging those plants and trying to decide which hanger would go best where. The flowerpots themselves were very dirty so I had to wash them off. That is when I was thinking that she had gotten these plants on sale and had not spent much money on them. That's why they looked so bad. I didn't think it was that big of a deal. I was just surprised that she had bought something on sale that she had bought plants that looked like that. It just surprised me.",elizabeth.tsv,(2003-05-06),-0.21903229,0.079987384
593,"I was living at the house on Lakeland Dr. I was in CI with some of my CRHP sisters. We were at an event. I had put together a video. At lunchtime we were eating some soup I had made. I had gotten the recipe from a previous CRHP group, from a book or video they had put together. Everyone loved the soup. I said one of the reasons I liked it so much is that it reminded me of summer. It had sliced bananas, kiwis, and other fruits in it. Maybe it was a cold soup. It was very pretty. As we were talking about this soup I realized that I had neglected to give appropriate credit for the recipe in the video and that I would have to edit for that. I went in to the house of the woman who was duplicating the video. I wondered why someone outside of our CRHP group was duplicating it. I realized I was going to have to edit the master video and then the ones that she had already duplicated. I went back to my house for some reason. I was walking. When I got to my street there were large boxes scattered around the street about midway to my house. When I got closer to them I realized they were all for me. I choose one that was nearest to the middle of the street and drug it to the sidewalk and then drug it the rest of the way home along the sidewalk. Once or twice I veered off the sidewalk and then got back on it. When I got to my driveway I noticed rows of grass growing up through the cement driveway. I drug the box up the driveway and just then realized that I left my keys back at CI. I would have to walk all the way back to get my keys. I realized it would take me about 15 minutes. Now there were two of my CRHP sisters there. They were going that way too but they were going to run. I had a plastic tumbler with something to drink in it. I was finishing my drink and telling them to wait for me, that I would run with them. As we began to run I was finishing my drink and telling them that I wouldn't be able to keep up because I'm not a runner, but I was going to try anyway.",elizabeth.tsv,(2003-05-26),-0.15259041,0.011773138
