n,dream,source_filename,date,pca1,pca2,q_pca1,q_pca2
406,"I was at my birth home. Some of my family members were there. I played in the backyard a little bit with Rachel S on the swings. She was laying with her stomach on the swing. There was another little girl swinging right next to her. I was afraid they were going to hit each other because the other little girl wasn't swinging straight. I went towards the house. We were building a new house next door for Uncle E. I had asked them to leave certain jobs for me to do because they were things I really enjoy and that I knew I could do them well. But then I kept not getting around to them and I was feeling guilty because I had committed to these things and asked the others to save them for me yet I wasn't getting around to them. This whole image of building a new house for Uncle E and my concern about these jobs that I had committed too. This time I went in to the house we were building. I was going to start painting. I realized that the last time I had painted I had left the paint can open. I was afraid the paint wouldn't be good any longer. But Mother went in and just picked up a roller and started painting, so I guess the paint was fine. She asked me how much I still had to do. I told her that Daddy said I had to do ten coats. There were spots all over the walls where I had done trim and prep work. Mother pointed out that I hadn't done along the ceiling yet. I acknowledged that. But I also said that trim is easy when the walls and the ceiling are the same color I knew Bev was sitting alone in the backyard so I went and asked her if she likes to paint. She said yes and came in to help. Brian F was also in there painting. We were painting a light green over a dark green. It was very dark in there and I was having trouble seeing. The others weren't complaining. Daddy brought me a light but it didn't help that much. only in very small areas at a time and I couldn't move it around easily. This was a very big room. They were not even finished constructing the interior walls, so it was very odd that we were painting already. I started to paint around a light switch. I got paint all over the switch plate. I was trying to wipe the paint off. I decided to find a screwdriver and remove all the switch plates. Mari Kate S asked me why I wanted to do that and I told her that it is much easier to paint around those areas if you remove the switch plates first. I removed the screws and switch plate that I had just painted over but I dropped three of the four screws. I was getting very agitated trying to find the screws that I dropped or trying to find replacements. I kept walking around and around the room, looking through piles of stuff lying all over the floor trying to find these screws. The main part of the dream was me just going over and over and over trying to find screws. I was having trouble getting around. There were a lot of chairs in there and I really just wanted to clear it all out so I had room to move but it didn't seem to be bothering anyone else. There was talk about having dinner because we had been working for quite awhile. Someone mentioned having burgers. I wanted chicken. Someone mentioned Kentucky Fried Chicken. The majority wanted that then but my parents would never eat that.",elizabeth.tsv,(2002-05-04),-0.2550156,-0.13559012,0.21202028,-0.09403496
407,"I think everyone that was working on the house was getting really tired. Some of the construction workers started drinking and some of them got very much out of control. Some of them were coming on to me, but some simply because they were drunk and one or two were earnest in their affection. A lot of them were getting very boisterous and acting very rowdy and inappropriate, taking their clothes off and such. I decided to try to get away from the mess. I headed to my car but was afraid to go all the way to my car because of some of the men around it and because some of the drunken workers were driving their cars around there like maniacs and I didn't want to get hit. I also had Rachel S with me. Someone offered to walk me to my car but then they almost got hit. Another woman arrived and offered to let me use her car. We had to do something with child car seats. A very heavy rain came and was causing a small flood. Some of the cars were halfway deep in water. I was trying to get away. Someone gave me a parachute and walked with me, there was a group of us, to this bridge. We had to jump off the bridge and then open our parachutes. We couldn't see anything but clouds below us so we had no idea what we were jumping into. Some of them were scared because I opened my parachute too soon. I think I was holding Rachel S while I did this. I landed just fine. Then we had to jump into these boats on this river. I did that with no problem. There were lots of dishes, and decorative items floating in the water. I saw people gathering things. I gathered a few items. Just as I was getting ready to get out of the boat I learned that we were allowed to keep anything we gathered. I was disappointed that I had not gathered more. I didn't seem to have Rachel S any longer. I asked how to let the boat know when I needed to get off to get to my car. Now my car was in a different lot and it was daylight. Someone told me to pull on something and then would slow and pull to shore. I got off and walked about two blocks to my car. I was back to where I had to jump in the boat in the river. This time I knew about gathering things so I was able to gather up quite a few things. One woman gave me her car keys and instructed me to go get her car and pull it up to where the boat would pull to shore so we could easily load up all the things we gathered. Anyway, she got in trouble for parking her car somewhere that it wasn't supposed to be. They let me off the hook when they realized I didn't know anything about it, that I was just trying to do her a favor by coming to get her car.",elizabeth.tsv,(2002-05-05),-0.109653726,-0.3050593,0.11259707,0.2101049
408,"I think it was Matthew and I moving back to Lakeland Dr. I think I went to the owners of the home we used to own there and asked them if I could go in and look around. We went in and I was amazed at all the changes. They had gotten rid of the laundry room and the large deck we had built on the back. They had also put in a basement. I don't know how you add a basement to an existing house. For some reason the neighbors didn't want to accept me. the neighborhood seemed very nice, just as it was in waking life. At another point it seemed like it was very rundown and dangerous. At another point in seemed almost cartoonish in things that were in the street etc. At another point I was either a part of family that lived there or maybe a friend or simply an observer. The adult male in the family was prone to violence. The family members often tried to avoid him or hide from him when they felt he was dangerous. For some reason I didn't shy away from him. I seemed to be the one that was able to manage him and help him through his anger without hurting anyone.",elizabeth.tsv,(2002-05-05),-0.15285975,-0.15178323,-0.10671382,0.18672818
409,"I was very excited to see Uncle A. I was at St. Joseph church. The church had hardwood flooring. The majority of the floor was raised about three steps. When you entered the main part of the church you had to go up 2-3 steps to get to the pews. For some events they would move the pews back, or around, to make the floor more like a stage. They had moved all the pews to the back of the church and the lowest level. Father came back near the pews but remained on the top level. When I came in I saw Uncle A and Aunt J sitting in one of the pews. I was so excited to see him. I immediately went and sat next to him and told him how long I had been waiting for this and I had so much to say and so many things I wanted to ask him. I apologized over and over for not being at his funeral and told him how badly I have always felt about that.",elizabeth.tsv,(2002-05-14),-0.14995728,-0.07838879,-0.15123472,-0.10142099
412,"I was at an intensive. I couldn't room with Carmen A because she was rooming with Lorna B. I don't know why I wasn't rooming with Jo V. I was rooming with two new cohort members. I had to share a bed with one of them and that person didn't like me. She was being very mean to me in the room and I heard she was saying some very ugly things about me in group sessions. One of the things that she said, apparently standing in front of the entire group at a program, Who does that woman think she is? How dare she talk about articulating something related to dreams. Though those weren't her exact words. I was feeling very upset that she was attacking me like that, both in the room and in front of any groups of people. One time I went to the room, I was going to bed early because I wasn't feeling well. I turned the heat up because I was cold. I put on my flannel pajamas, grabbed an extra blanket and proceeded to get in bed. As soon as I got in bed she turned the heat back down. She started verbally attacking me to face then. I decided to get up and leave the room so I went into the bathroom. I partially changed my clothes so I could go out. I went out into the hallway and get a Diet Sprite. I saw Terri O. She noticed I was crying and asked me if everything was okay. I said yes. She knew better because she could see I was crying and upset. But she just cheerfully said okay and started to walk away. I was really surprised and hurt by that. I did want to talk to someone about what was going on. Then I saw Mary Kay C and Karyn L and told them what was going on. Unfortunately they already knew because they had been in one of the programs where she had made one of her comments. Karen W and Julie S were also aware of what was going. On my way back to my room Karyn L and Karen W were standing together and whispering. I made some sarcastic remark because I felt they must have been talking about me because they quit talking as soon as they saw me. I said, That's right Karen W. I said some other thing, but the rest wasn't very nice. I had seen Karen W and Julie S in my room earlier with this other woman. I thought they might agree with her. I went back to my room. Karen W and Julie S came into my room a few minutes later. They weren't doing or saying anything to defend me.",elizabeth.tsv,(2002-05-15),-0.052401178,-0.28794202,0.020623565,-0.27330923
413,"I was back at the old house on Lakeland Drive for a visit. I looked out the patio door and saw that they had removed the deck. I went to the backdoor in the laundry room and opened it. They had made the yard much higher, the height of the door, both to the left and to the front of the door. You could step out about 3 or 4 feet. In the grass directly in front of the door there were cement strips. They were about 5 feet long and only about 6 inches wide. They went to the top of the yard and had about 12 inches of grass between each one. I tried to use them to step up and see the yard but wasn't successful because they weren't wide enough. I stepped back inside and tried to close the door and saw a snake hanging from the top of the door. I grabbed something and tried to knock it off and to the outside and close the door quickly but there was another. I swung at it a couple of times and couldn't knock it out. As the dream progressed there were snakes everywhere in the house. I don't like snakes at all so I was panicking and terribly frightened by all of these snakes.",elizabeth.tsv,(2002-05-16),-0.048068717,-0.17961799,0.23143838,0.2634505
414,"I went to the BE Retreat Center for an appointment with Sister Toni. As I was walking in I realized I had left my planner in the car and would need it to schedule my next appointment. I turned around to go back to my car and I couldn't remember where I had parked. the parking lot was different than in waking life. There were three rows for parking. I couldn't remember the correct row or position in the row. I guess I just decided to forget it and go on in. I entered the building and was waiting in Sister's office for my appointment. Various people came in and out. Susan J was there. She was laying in the fetal position, facing the wall, in a corner of the room by the desk. I was sitting at the desk at this point. She was crying and very upset. Someone told me that someone close to her had recently died. I recognized the name, though I don't remember the name actually being used in the dream. I said, No wonder she is so upset. Still I could not recall her relationship with this person, only that she had been very close to him. It was a male. I knew it was not her husband. I questioned if it might have been her brother or her son. Her daughter also came to mind, but I think only to help me place Susan J's son. Doctor W came in the office. He saw me but did not say a word, acknowledge me, or anything. He simply laid something on the desk, turned, and walked out. I was so relieved as I did not want to have any kind of uncomfortable exchange with him.",elizabeth.tsv,(2002-05-16),-0.09052195,-0.26502886,0.09156278,-0.03332959
415,"Nick R called and said he wanted to come back. As usual he was apologizing profusely etc. I told him no and reinforced why I was saying no by reminding him of things that we had both discussed before. He said he was coming anyway. I told him I would not let him in. He arrived and broke into the house. I was in bed. He came up to my bedroom and lay down next to me in bed. I told him he had to leave, that I did not want him there. I was half-asleep and had trouble waking myself up. He had undressed before getting into bed. I finally became fully awake and got out of bed. He chased me around the bedroom a bit, thinking I was playing around I guess, but I wasn't. I went downstairs and was becoming frightened. I asked him repeatedly to leave but he refused. Matthew showed up but he was much younger than in waking life. I managed to get into the kitchen and I pulled out a butcher knife. I handed it to Matthew to use if he had to, while I tried to call 911. I couldn't get through to 911. I tried several times. In the meantime, Matthew had stabbed Nick R 3 or 4 times in the stomach. Nick R just looked down at Matthew with the knife still in his stomach. Nick R is laying on the floor, but still alive. Matthew and I are upstairs and I decide to just call the local sheriff's office. Before they could arrive Nick R managed to get up and leave the house. He got in his car and drove away very fast. The next time my dream group met I felt I needed to tell them what happened in case Nick R should show up again, and also to explain my current state of being, nervousness. Two people got up and left immediately without a word. One of them was Alice S from my church. The others left at the end of the group time as usual. None of them seemed particularly concerned for me or for themselves. I was relieved that they weren't concerned about being there, returning, or that Nick R might be outside. I was curious that none of them, particularly Dan M, seemed concerned about me. I am in a very futuristic building. I don't remember how I got there. Some of the people there had the ability to what seemed to be simply move through the walls or through unusual openings in the walls. They moved me and some others into different areas, like small compartments. We were paired up in no particular order. I was in a compartment with a young woman and we were instructed to take our clothes off. She was a young black woman. She started to dance. All of a sudden they burst in and she was gone. They accused me of being a tease and that I provoked Nick R. They took me to a room where he was recuperating. This wasn't a hospital though. I went into the room to talk to him. There was a lot there but it was so unusual that it may be very difficult to describe. Somehow Nick R and I realized we had both been set up. We talked things out and decided to work together against these people to try to escape and to try to stop their actions against others. They had a, for lack of a better term, futuristic factory. They were either manufacturing people, or rejuvenating live people. One of them was my Aunt A who is still alive but in her 70's. In this factory they had made her look much younger. In one part of this building you could watch them manufacturing body parts to look like certain people. You could watch the body parts coming off an assembly line belt. I was looking for hands that looked like mine. The body parts were all different colors. After they put them altogether the person rolled through giant rollers and were painted a flesh color. In some cases they painted them other colors. In one part of the dream I was painted dark black, not like skin-color black, but a regular black. I was supposed to blend in with other people who worked there. I think I ended up being a kind of marbleized black so I stood out just a little but it didn't cause a problem. As I made my way around the building, I kept getting lost. The building walls were very unusual. In some cases they seemed like colored adobe. In others they seemed to be stainless steel. I now had the ability to move through these walls and strange openings the way others had previously. I didn't see Nick R anymore from here but I knew that he was working in another part of the building trying to foil these people. The factory had been taken over by women and the work they were doing now was only for good.",elizabeth.tsv,(2002-05-17),-0.12262205,-0.26069146,-0.38265294,0.25193113
416,"Our cohort was arriving at Sequoia Seminar for the final intensive of our PhD program. I arrived at the dining hall and was saying hello to those already gathered there. I talked to Mary Kay C about the location of our cabins. She told me our cabin was the furthest from the dining hall. I was very concerned about this because I had so much trouble navigating the mountain on our previous trip when our cabins were the closest ones to the dining hall. We were mulling around between the deck and the surrounding grassy area. I saw Jo V and asked her if she had saved me room in her cabin, since we have always been roommates. She said of course she had. When I went to my cabin I realized it was the closest one to the dining hall. I didn't have a key or it was in the cabin so I went back up to borrow Jo V 's key. I went back down again to change before our first meeting. As I was going back and forth all of the other students were standing together for group pictures. Terry K was there, from GC. it did not strike me as odd that he was there. I tried to walk in an area that would not interfere with their pictures. I saw others who were milling around also. I wondered why our cohort was not being included in this group photo. I thought it might be due to the fact that this would be our last intensive. I still thought they should have included us. Now, upon waking, I wonder who the other people milling around were as I know they were not members of my cohort. I finally got into my cabin but it was a very little, about 3 square feet cube with no roof. I reached into an area and got my clothes and was trying to change my clothes without being seen. Melissa J and Bonnie K came up and looked at a note on the door. I started to say that Jo V , Carmen A, and I were in this cabin but they quickly walked away. Then Carmen A came up and said they were looking for me because everyone was waiting for me. I was a bit irritated but said I was trying to hurry and would be there as quickly as possible. As I was changing the group photo finished and I saw some people exercising. They were all doing the same exercises and widely spaced apart. Each person had a partner car. The person was dressed the same color as the car covers. Each car had a colored cover on it but was being driven. The people were moving in conjunction with the cars, as though the cars were directing each move. I thought it looked very interesting, but unusual. I finally arrived back at the meeting room in the conference hall. Everyone was discussing where we were going to meet. Most of them thought we could use that room, but others thought it had already been spoken for. There was some discussion about having to use the meeting areas closest to our cabin block. Most didn't seem up to making the trek from that meeting space to the dining hall three times a day. I went to the kitchen and asked if we could have meals delivered. as we had during our first intensive there. They said they no longer do that. He was trying to give me some explanation that had to do with Mother's day. that was past already. I asked if he could prepare box meals and one of us could drive up the mountain at each meal and pick them up and take them to our meeting space. I think he was saying that he could do that when someone from another cohort interrupted and said they would want the same thing.",elizabeth.tsv,(2002-05-17),-0.22972968,-0.03017583,0.11451661,-0.14064643
417,"I was the housekeeper for a man and his young son, similar to the movie Sleepless in Seattle. I had been working for them for nearly a year when they began the search for a new wife for the man. I was in love with him by this time. They found his new wife and I was experiencing the expected feelings about the entire situation, but I did not end my employment there. I did not feel the marriage would work out and I didn't want the man to feel worse when he found himself without a wife or a housekeeper. Shortly after they married, the wife became pregnant with their child. She gave birth to twins. Shortly thereafter she left him but took the twins with her. He was heartbroken and I for him. Within a month or so after she left she returned with the children, but only to leave the children with him to raise. She said she was not ready to raise the children. The man was a fisherman by profession. He had numerous fishing containers setup outside his house. They mostly had wood frames made of 4x4 beams. They were around 4 _ feet tall, 7 feet long and 2 or 3 feet wide. The top ledges were only a few inches wide. I took a bike outside and was riding very fast around the ledges of these various containers. They were all full of water. I don't know if they had different kinds of fish in them or what exactly was in them. The man's mother was concerned for me that I was riding a bike around these ledges, especially since I was riding so fast and turning practically on my side as I made some of the corners. I was somewhat frightened and yet surprised at how confident I felt in my ability to do this successfully. The man gave me a net the size you would use in an indoor aquarium and some ziplock bags. He sent me to one of the containers to begin catching fish. I found I was just as successful using my hand as using the net. All of the fish were about the size of aquarium fish but some larger than others. Some seemed impossible to see, either because they were so thin or because of their coloring. I'm not sure which. Others were larger and blue and white in color. I filled one bag. There was a lot of discussion going on between this man and his parents about this woman and the children. At this point the man was my ex-husband, Darren. When the woman returned with the babies we were in the midst of having a yard sale. Each of the containers now had flat tops covering them and we were sitting things for the yard sale on them. I found boxes of jewelry that I had put away because they were related, primarily, to my marriage to my ex-husband. There were a lot of earrings that were bride & groom and such. There were other earrings that I asked Bev if she would allow Mari Kate S to wear. Bev tried to describe what she would want to wear and what she would be allowed to wear. Jody S was also trying to help clarify for me. Mari Kate S finally came out and was looking through them. I picked up a few pairs and pointed them out to Bev and Jody S. They were some of my favorites from the past that I had been saving, hoping they would come back in style. Kay H brought a number of things out that I loved. Some of it was jewelry but others were knick-knacks I was quite surprised that she didn't tell me to just take the things I wanted. After the yard sale was over we were moving everything back into the garage. Kay H and Darren didn't think I knew how to properly care for the twins, so I let them take care of them and I concentrated on organizing the garage. Ray H had a few shelves in the garage with various glass and plastic items sitting on them. I wanted to put all like items together and move the glass items to the sturdiest shelves. In examining the shelves I realized that one was simply made up of a nylon fabric and resembled a kite. It also had hinges so it could be dropped similar to a drop leaf on a drop-leaf table. I realized it was useless for storage. I went to another shelf that was a huge half-circle that protruded far into the room. I was trying to move some of the furniture and things along the walls so I could move around more easily and get to these shelves more easily. In doing so I nearly knocked quite a few of the glass items to the floor. Actually I think I did knock some of them off but don't recall anything breaking. Near this one unusual shelf was also an unusual metal rack on the wall that was being used to hold glasses and such. This rack rested flat against the wall but hinges allowed different sections to be pulled just far enough away from the wall to allow you to slip an upside down stack of glasses on it. There were quite a few pieces, 100 or more, of one type of blue glassware. Some of them were on this wall rack and others were on the large semi-circular shelf. I was going to put them all on the shelf but then realized that shelf would not support all the weight. I was going to put them all on the rack but then Kay H came out and began telling me how to do that as well. Just for fun, someone suggested some kind of contest involving the number of garage sale items we were each working with. An adult was to represent a child. I was representing Rachel S. I would have won except that I did not get my items counted fast enough, primarily because I had so many more than the others. which is, oddly, what it took to win but you had to have them counted in time too. We are back to dealing with and arguing about the care of the twins. The size of the twins kept changing. they weren't even as big as my hand. At another time, one was nearly the normal size of a newborn and the other was less than the size of my hand. Then they were pieces of paper rather than actual babies, but each baby was two pieces of paper rather than just one. There was some discussion about where the twins would sleep and where Darren and I would sleep. Certainly, I had no desire to share a bed with him as the mother of the twins had done and yet somehow that seemed to be critical to the nocturnal care of the twins. The bed was not a normal bed however. It was more like a sofa with a cot in front of it. We each sat on one end of the sofa and stretched our legs out onto the cot. For some reason it was finally decided that I was to leave and take the twins with me. It is unclear to me if I was to take them permanently or if I was taking them on a purposeful journey. I was to take this journey on horseback, alone with the twins. There was a man helping me to prepare the horse, saddling him and putting the things I would need in the saddlebags, etc. I am traveling on a Native American pilgrimage with Matthew. I have the sense that the purpose of this pilgrimage was primarily for Matthew but somewhere along the way I realized that I was and would continue to derive as much if not more from this journey as he would. We had several things that Matthew had to accomplish on this journey. I believe it was to include two nights out in the woods. There were a number of people on the same journey, so we found we were not alone in figuring out what to do or knowing what we needed to do or how to accomplish those things. I was glad to know this. We became very fond of our fellow travelers. I became more in love with Native American Culture than I had even previously been. The people were wonderful and the traditions and rituals were so rich and wonderful. The rituals were wonderful not just because of the ritual itself but because of the transformation Matthew and I, and others, experienced as a result of completing each ritual. there was something that would be beneficial for Matthew to acquire. Oddly, the only way he could acquire it was to purchase it. It was quite expensive and I realized that neither he nor I could, or should, spend that much money on that item. An elderly Native American man sold it to us for what we told him Matthew had in his bank account which was around $16.99. I felt bad because we lied to him. Matthew had nearly $35 in his account, which was the actual price of the item. I didn't want Matthew to be totally broke so I lied to the man about how much money Matthew had. This struck me as particularly odd because I knew I wouldn't normally do this. When Matthew was writing the check to the man, I made sure he kept hidden the total from his check register. There were several scenes in which the entire group was riding horseback to our next destination or ritual. We were told that for one of the rituals Matthew would need to entirely undress. I knew Matthew would be uncomfortable with this but understood the purpose of the ritual and thought it would be very beneficial. I realized how beneficial it would be for me so I participated in the ritual as well. It was incredibly freeing, as though my soul had been freed. It was exhilarating. I became totally hooked on the entire process and future opportunities. When we settled into our campsite for the night we were preparing meals. I was having a little trouble contemplating eating the food that we were expected to eat. I couldn't bring myself to eat the first thing. The next thing they brought was the foot of some very large animal. It still had the fur on it and everything, but it had been cooked. I cut off two toes. I gave one to someone else and then I ate one. I was surprised that it didn't taste too bad. It seems that I was even eating the fur and didn't mind it. In our next ritual we were given some freedom in how we completed it. Given how great it felt to be able to complete the ritual of being completely nude in front of all these strangers I decided that I would remove most of my clothing and due a Native American dance around the campfire. Everyone admired the progress I made and my new level of confidence. I thought about the twins, thinking something like oh, yes. The twins. I pointed them out or said something about them to the others. Later I thought, wait a minute. I started out with the twins. I can't just not have them in the dream anymore. So I remember thinking something about having them in a type of papoose on my back. We are now sitting in another location talking about future similar, but advanced, journeys we can complete. We would do so in a certain order. To progress to each journey we would need to adequately complete the requirements of the prior and be living a certain lifestyle. At this point I am writing notes on a piece of paper about the things I need to do so I can achieve this level and move on to the next journey. Some of the things this included were writing on a more natural kind of paper and wearing different kinds of jewelry. like more things with feathers and such. There was some type of Native American title that went with the completion of this journey. I can't remember now what it was. It started with a T. Tahoe? Tecumseh? I don't know now. While we are at this place there are also containers sitting around for trash and other things. I was trying to get all the trash into the right container, as I knew that was a perfect example of this new lifestyle. At first another woman or two was somewhat deterring me from what I was attempting. They did not see it as that important. Then someone came around to collect the trash and had a momentary conversation with me about it and I realized that I was right. There were also binders and books sitting around. The speaker was talking about various things we could do to complete the various journeys. She mentioned something about Deepak Chopra. I recall seeing other names. There were other rituals but I don't recall what they were now. I went on a short horseback ride with someone else. There was something sexual about this experience. I was trying to help this other person heighten their sexual awareness or be able to get more pleasure from sexual experiences. On our way home I was riding with a man I had just then met. We clicked immediately and fully.",elizabeth.tsv,(2002-05-19),-0.18463725,-0.11019476,-0.18657313,-0.0014504117
419,"I was living on the first floor of Shirley J's old house on Morse Lake. Bev's children came to spend the weekend. Matthew was not there. I was having trouble managing them myself. I was preparing to go on a trip and was going to be taking them with me. It was going to be air travel. I had a 6 am flight. I realized we would need to leave the house about 3:15 am. It was 1 am or so before I got them to bed. I was trying to decide where they were going to sleep. Since Matthew wasn't there I was going to have Andrew S sleep in Matthew's bed and have Rachel S sleep with me. There was another bedroom on this floor. I thought I would have Mari Kate S sleep there. However, I decided, since this was a very large, expensive home, I would take them upstairs and show them the rest of the house. I thought they would enjoy seeing it. As we started upstairs I thought, since Shirley J's bed never gets slept in anymore and it is such a large bed I could have all three of them sleep together in that bed. I'm not sure why I would do that though. We went upstairs. The house has these big wide staircases with red velvet carpeting. We went to Shirley J's bedroom. I opened the door a little bit and noticed a big pile of bed linens on the floor next to the bed. I started to open the door a little more slowly and I noticed someone in there. It turned out that Tom G was sleeping on the floor with a girlfriend.] I woke him up. He sat up and said, What the ___?] I quickly said, Oh, I'm sorry. I didn't realize anyone was in here. He got up and came out. I said, I come up here every now and then just to check things out and make sure everything is okay. I didn't know you were here. Actually I was trying to come up with a good excuse for being up there. I also couldn't figure out how he got up there without my knowledge. We turned around and walked away. I don't think he followed us. I realized that there was another couple up there, friends of his, in another of the rooms up there. We started to make our way down. The rest of the dream, down the stairs, was a long time. It became a maze of rooms and walkways. Some of the time it was ramps. Sometimes it was escalators. Sometimes the floor actually rolled downwards, so you stepped on it and then just let the floor roll you down to the next level. At each level there was another group of rooms. The rooms were very unique and some had themes. One of them was an Alaskan room. It was pure white, cold, snowy, and icy in the room. There were Eskimos in the room sitting my igloos and fires, wearing white parkas. I think they actually lived there. I had a lot of trouble keeping track of the children, particularly Andrew S and Rachel S, but even Mari Kate S from time to time. I was getting very frustrated with them. I would ask Mari Kate S to help me get Andrew S and Rachel S. Andrew S was playing with Rachel S on a stair rail and she fell off backwards and down several floors. I went crazy. I was screaming and crying. I was afraid to go down and see her, yet I knew I needed to get down there immediately. I knew it was going to be devastating for bed. I didn't see how Rachel S could possibly survive such a fall. I ran down the several flights of stairs only to find Bev standing there holding Rachel S. Bev had tears in her eyes and I could tell she was very upset. She had caught Rachel S, so Rachel S was fine. I didn't even try to explain to Bev what had happened. She didn't look particularly upset with me, but with what happened and what the potential outcome could have been. She didn't seem to want an explanation. I took Rachel S and Bev said something about, yes, you know how I am about my baby. I can't seem to separate myself from her. I'm always worrying about her. I was surprised that Bev was even in town, but she left right after that. Now we were back with Andrew S and Mari Kate S and we were back to working our way down these various levels of floors.",elizabeth.tsv,(2002-05-24),-0.16335304,-0.10342936,0.034052942,-0.04522664
424,"I had lunch in the mall with my CRHP sisters and Sue P. Sue P said Vince P hasn't been well and hasn't been around much, maybe not in town much. I wondered if this is why he has not returned my calls lately. Sue P had black and yellow hair braids attached to her hair. We all sat at round tables with 3-4 people per table. We were at Keystone at the Crossing Mall. When I left the mall I couldn't find my car. It was near Christmas time. There was snow on the ground and it was very cold. I went into another restaurant, which you could enter from the parking lot, to warm up. Bill C. was there alone, sitting in a booth. I joined him and he told me he was waiting on another couple that he was going to be dining with. We chatted until they arrived. They all invited me to stay and then Bill C could drive me around to find my car. When we got ready to go he needed to use the restroom. He went down this long hall and was waiting for someone to come out. He was wearing a long beige sweater, similar to one I own. His had large patches of brown leather on it. We were driving around looking for my car. We were talking about Christmas and that he still needed to do some Christmas shopping with just a few days left. I recall talking about his family and some other things. He told me that I needed to lose weight. I could tell there was some chemistry between us. I don't recall if we found my car or not. Before I got out of his car he leaned over and kissed me.",elizabeth.tsv,(2002-05-27),-0.30697766,-0.04188942,-0.17771387,0.020127777
427,"I was staying either visiting or living at Morse Lake with friends. Someone was banging on the door. It sounded like they were using chains. We tried to ignore them because we didn't know who it could be and we were somewhat afraid to let them in. We finally could no longer ignore them so we went to the door. It turned out that their boat was sinking into the lake and their baby was still in it. I was aghast at how they could allow something like this to happen, that they were all safely out but their infant baby was still buckled in. I yelled at my friends to follow me and instructed them to lean over one side of the dock and push with their hands down on the end of the boat that was still above water. It raised the other end of the boat far enough that I could rescue the baby. I dried and nurtured the baby. I was hesitant to give him back to the parents. They didn't seem very concerned. The baby's name was Robert. I began calling him Robbie. The parents hesitantly took the baby back and they all left. A few hours later they returned and left the baby. I raised Robbie for a few years. His parents came back and took him back until he was an adult. A few years later, a group of people began blowing up houses that sat on Morse Lake. We were watching from inside the house, yet it was as though we had an aerial view of the lake and could see the top of each home as it was blown up. We kept being thankful that they didn't get to close to us. Finally, however, that did get to us and they blew up our house. None of us were hurt, but landed in the lake with a piece of our house, about the size of an average size boat. We all climbed on top of this piece. It was flat and somewhat oval in shape. It had carved poles coming up with another flat piece of wood on the other end of the poles. This gave us shelter over our head. There were four adults including myself and two adult male children. both mine. These two children were named Greg and Charlie and I simply adored them. They were my life. During the entire dream I was attending to my children, to keep them near me and make sure they were safe. As we were floating in the lake, we saw Robbie. alone. He floated over to us and got on our raft with us. I was so ecstatic to see him. He said he and his parents had split long ago. I asked why he hadn't come back home to me and he said he wasn't sure that he was welcome. I fussed over him quite a bit at that point, but trying to be careful not to make the others jealous or to question if I loved Robbie more. I simply felt so bad for Robbie and the life he had. I considered him my own son. Another of my son's found us and joined us as well. I don't know how many of these boys were my biological children or if they were my children the same way Robbie was. I can't remember the name of the fourth one. He is the one that felt most unloved and left out. I tried often to reassure him because all four of my boys were all equally important to me. We decided we needed to take pieces of the wood and paddle down the lake to another town for refuge. As we paddled the lake became more and more crowded with other families in the same situation. Some were actually in boats, but most were on pieces of wood from their homes. As we continued down the lake it became a river and became very narrow. At points the river was bordered in wood. We had to navigate through these sharp turns that were much smaller than our raft. Somehow our raft seemed to lift right above the wood barriers and carry itself over to clear water. We ran into several similar situations. As we navigated along, we saw many people stranded on the shore and frightened. We decided there was room for more people on our raft so we pulled along the shore and allowed more people to join us. At one we came to a fork in the river. If we continued straight ahead, we could see another town that was being destroyed. At the end of the left fork we saw a carnival. We somehow maneuvered our raft over the grass island and headed down the left fork of the river towards the carnival. As we neared the carnival we saw that it was also being destroyed. We found another fork and veered off in that direction. We finally found peaceful waters with homes on either side of us and no sign of danger. However, there were many things floating around us. These things, as best I can describe them, looked like floating counters with stools, such as you would see in a diner. There was a woman behind the counter of one. It looked as though there were enough seats for everyone on our raft so we asked her if we could come aboard. We were all hungry and thirsty, as we had been afloat now for many hours. This had begun at dusk and it was now way beyond dawn of the next day. She didn't seem to want us there, as she didn't want us to take up all of her seats. There were many others with more seats and no people so we went to another.",elizabeth.tsv,(2002-06-01),-0.26505038,-0.18050392,-0.046257753,0.21571404
428,"I was living at my birth home. My father was the man who is the father in the TV show State of Grace. He was a very kind, loving, compassionate father. He had some health problem and was required to rest and not be too active. It seems as though he was in the hospital. I brought in a deck of cards and I moved his tray close to him so he wouldn't have to stretch or move too much to play. There were four of us playing. I commented once that I didn't like the playing cards we were using because the symbols were too confusing. At least for me, I added. The others didn't seem to have a problem. We were each supposed to have three cards in our hand at all times. When it was our turn, we would lay one card down and then draw another from the stack. I have no idea what the game was. I realized I had a lot more than three cards in my hand. At this point it seemed that we were at home and Daddy was standing behind me. He told me to turn my cards face down and he would take the extras away. He took quite a few. I showed him there were still way too many, so he took more. I was wearing my purple sleep shirt and I walked outside on the back sidewalk. Daddy came up behind me and hugged me. I was crying. He wanted to know what was wrong. I told him how frustrated I am because I try so hard to lose weight and to get my sleep schedule under control and I continue to be unsuccessful. I told him I need help but I don't know who can help me or how.",elizabeth.tsv,(2002-06-02),-0.1901663,-0.028080024,-0.16769545,-0.008575603
